Date Issue,Location,Comment,License Plate,Type,Ticket #
01/10/2024 01:28 AM,UNION ST,PARKED ON ODD SIDE. X-2662,D7865GE,148 148 - SNOW EMERGENCY 1A-7A,24P2700001
01/10/2024 01:34 AM,UNION ST,PARKED ON ODD SIDE. X-2662,496URY,148 148 - SNOW EMERGENCY 1A-7A,24P2700002
01/10/2024 01:35 AM,UNION ST,PARKED ON ODD SIDE.,496URY,148 148 - SNOW EMERGENCY 1A-7A,24P2700003
01/10/2024 01:37 AM,UNION ST,PARKED ON ODD SIDE.,AJA1742,148 148 - SNOW EMERGENCY 1A-7A,24P2700004
01/10/2024 01:45 AM,MARQUETTE ST,PARKED ON ODD SIDE.,EDP2163,148 148 - SNOW EMERGENCY 1A-7A,24P2700005
01/10/2024 01:56 AM,OAK ST,PARKED ON ODD SIDE NEAR CORNER MILWAUKEE ST,AVU9948,148 148 - SNOW EMERGENCY 1A-7A,24P2700006
01/10/2024 01:59 AM,OAK ST,PARKED ON ODD SIDE NEAR CORNER MILWAUKEE ST,AHV3610,148 148 - SNOW EMERGENCY 1A-7A,24P2700007
01/10/2024 02:04 AM,OAK ST,PARKED ON ODD SIDE NEAR UNION ST,AJZ3565,148 148 - SNOW EMERGENCY 1A-7A,24P2700008
01/10/2024 02:10 AM,OAK ST,PARKED ON ODD SIDE,ALX1071,148 148 - SNOW EMERGENCY 1A-7A,24P2700009
01/10/2024 02:14 AM,OAK ST,PARKED ON ODD SIDE,639YPB,148 148 - SNOW EMERGENCY 1A-7A,24P2700010
01/10/2024 02:21 AM,FARWELL ST,PARKED ON ODD SIDE. X- 54,ARZ2110,148 148 - SNOW EMERGENCY 1A-7A,24P2700011
01/10/2024 02:29 AM,MARQUETTE ST,PARKED ON ODD SIDE.,849RMN,148 148 - SNOW EMERGENCY 1A-7A,24P2700012
01/10/2024 02:34 AM,MILWAUKEE ST,PARKED ON ODD SIDE.,BETZER,148 148 - SNOW EMERGENCY 1A-7A,24P2700013
01/10/2024 02:44 AM,GANNON AVE,PARKED ON ODD SIDE AT CHICAGO AV,AUM8038,148 148 - SNOW EMERGENCY 1A-7A,24P2700014
01/10/2024 02:49 AM,CHICAGO AVE,PARKED ON ODD SIDE AT CHICAGO AV,ADD9334,148 148 - SNOW EMERGENCY 1A-7A,24P2700015
01/10/2024 02:51 AM,CHICAGO AVE,PARKED ON ODD SIDE,ADD9334,148 148 - SNOW EMERGENCY 1A-7A,24P2700016
01/10/2024 03:01 AM,HERMINA ST,PARKED ON ODD SIDE,AAJ3962,148 148 - SNOW EMERGENCY 1A-7A,24P2700017
01/10/2024 03:09 AM,UNION ST,PARKED ON ODD SIDE. VALID REGISTRATION REQUIRED.,ALA5332,148 148 - SNOW EMERGENCY 1A-7A,24P2700018
01/10/2024 03:09 AM,UNION ST,PARKED ON ODD SIDE. VALID REGISTRATION REQUIRED.,ALA5332,050 UNREG.VEH/IMPROPER DISPLAY,24P2700019
01/10/2024 03:12 AM,UNION ST,PARKED ON ODD SIDE.,AGR5193,148 148 - SNOW EMERGENCY 1A-7A,24P2700020
01/10/2024 03:20 AM,ROSEMARY AVE,PARKED ON ODD SIDE AT WORTHINGTON ST,AKB7456,148 148 - SNOW EMERGENCY 1A-7A,24P2700021
01/10/2024 03:25 AM,ROSEMARY AVE,PARKED ON ODD SIDE NEAR WORTHINGTON ST,UH8775,148 148 - SNOW EMERGENCY 1A-7A,24P2700022
01/10/2024 03:28 AM,ROSEMARY AVE,PARKED ON ODD SIDE NEAR WORTHINGTON ST,AVB5209,148 148 - SNOW EMERGENCY 1A-7A,24P2700023
01/10/2024 03:32 AM,ROSEMARY AVE,PARKED ON ODD SIDE. VALID REGISTRATION REQUIRED.,ALC7110,148 148 - SNOW EMERGENCY 1A-7A,24P2700024
