Date Issue,Location,Comment,License Plate,Type,Ticket #
01/02/2024 10:57 AM,MAIN ST,NO PARKING 10:30AM-2PM TUESDAYS,ADN1843,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1400001
01/02/2024 11:01 AM,BRITTINGHAM PL,NO PARKING 10:30AM-2PM TUESDAYS,ASD4960,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1400002
01/02/2024 11:02 AM,BRITTINGHAM PL,NO PARKING 10:30AM-2PM TUESDAYS,1,W048 WARNING - STREET CLEAN/MAINTENANCE REGULATIONS,24P1400003
01/02/2024 11:28 AM,DOTY ST,2 HR LIMIT CHALKED AT 9:20AM,ABU8377,007 2 HR LIMIT DURING POSTED TIMES,24P1400004
01/02/2024 11:33 AM,DOTY ST,2 HR LIMIT CHALKED AT 9:20AM,AKU1492,007 2 HR LIMIT DURING POSTED TIMES,24P1400005
01/02/2024 11:36 AM,DOTY ST,2 HR LIMIT CHALKED AT 9:20AM,AKT4779,007 2 HR LIMIT DURING POSTED TIMES,24P1400006
01/02/2024 11:37 AM,DOTY ST,2 HR LIMIT CHALKED AT 9:20AM,AKT4779,007 2 HR LIMIT DURING POSTED TIMES,24P1400007
01/02/2024 11:44 AM,DOTY ST,2 HR LIMIT CHALKED AT 9:20AM,ATX2550,007 2 HR LIMIT DURING POSTED TIMES,24P1400008
01/02/2024 11:45 AM,DOTY ST,2 HR LIMIT CHALKED AT 9:20AM,916ZBL,007 2 HR LIMIT DURING POSTED TIMES,24P1400009
01/02/2024 11:50 AM,DOTY ST,2 HR LIMIT CHALKED AT 9:20AM,W8952S,007 2 HR LIMIT DURING POSTED TIMES,24P1400010
01/02/2024 12:49 PM,MAIN ST,2 HR LIMIT CHALKED AT 9:47AM,AEW7269,007 2 HR LIMIT DURING POSTED TIMES,24P1400011
01/02/2024 01:10 PM,MAIN ST,2 HR LIMIT CHALKED AT 9:47AM,AFY6524,050 UNREG.VEH/IMPROPER DISPLAY,24P1400012
01/02/2024 01:10 PM,MAIN ST,2 HR LIMIT CHALKED AT 9:47AM,AFY6524,TOW TOW FEE,24P1400013
01/02/2024 01:23 PM,MAIN ST,2 HR LIMIT CHALKED AT 9:47AM,ZY65778,007 2 HR LIMIT DURING POSTED TIMES,24P1400014
01/02/2024 01:27 PM,MAIN ST,2 HR LIMIT CHALKED AT 9:47AM,AJD4174,007 2 HR LIMIT DURING POSTED TIMES,24P1400015
01/02/2024 01:31 PM,MAIN ST,2 HR LIMIT CHALKED AT 9:47AM,ARU1628,007 2 HR LIMIT DURING POSTED TIMES,24P1400016
01/03/2024 09:01 AM,LAKE ST,EXPIRED METER,JAU719,009 EXPIRED METER (ON STREET),24P1400017
01/03/2024 09:06 AM,FRANCES ST,EXPIRED METER,767FNV,009 EXPIRED METER (ON STREET),24P1400018
01/03/2024 10:18 AM,HENRY ST,EXPIRED METER,AGV1843,009 EXPIRED METER (ON STREET),24P1400019
01/03/2024 10:22 AM,GILMAN ST,EXPIRED METER,257SCW,009 EXPIRED METER (ON STREET),24P1400020
01/03/2024 10:27 AM,BROOM ST,EXPIRED METER,SA5427,009 EXPIRED METER (ON STREET),24P1400021
01/03/2024 11:29 AM,LANGDON ST,EXPIRED METER,CU86318,009 EXPIRED METER (ON STREET),24P1400022
01/03/2024 11:31 AM,LANGDON ST,EXPIRED METER,116YZU,009 EXPIRED METER (ON STREET),24P1400023
01/03/2024 11:35 AM,LANGDON ST,EXPIRED METER,821YHP,009 EXPIRED METER (ON STREET),24P1400024
01/03/2024 11:37 AM,LANGDON ST,EXPIRED METER,3571247B,009 EXPIRED METER (ON STREET),24P1400025
01/03/2024 12:51 PM,FRANCES ST,EXPIRED METER,DEN4599,009 EXPIRED METER (ON STREET),24P1400026
01/03/2024 12:56 PM,FRANCES ST,EXPIRED METER,39052U,009 EXPIRED METER (ON STREET),24P1400027
01/03/2024 01:01 PM,GILMAN ST,EXPIRED METER,FK8CTR,009 EXPIRED METER (ON STREET),24P1400028
01/03/2024 01:04 PM,GILMAN ST,EXPIRED METER,AEP1820,009 EXPIRED METER (ON STREET),24P1400029
01/03/2024 01:06 PM,GILMAN ST,EXPIRED METER,378ZWY,009 EXPIRED METER (ON STREET),24P1400030
01/03/2024 01:38 PM,LANGDON ST,EXPIRED METER,AFY5022,009 EXPIRED METER (ON STREET),24P1400031
01/03/2024 02:00 PM,GILMAN ST,EXPIRED METER,UP3532,009 EXPIRED METER (ON STREET),24P1400032
01/03/2024 02:05 PM,HENRY ST,EXPIRED METER,KXB836,009 EXPIRED METER (ON STREET),24P1400033
01/03/2024 02:33 PM,FRANCES ST,EXPIRED METER FIRST TICKET ISSUED AT 9:06AM,767FNV,010 OVER TIME LIMIT AT SAME METER,24P1400034
01/03/2024 02:39 PM,LAKE ST,EXPIRED METER,A595240,009 EXPIRED METER (ON STREET),24P1400035
01/03/2024 03:03 PM,LANGDON ST,EXPIRED METER,FP186345,009 EXPIRED METER (ON STREET),24P1400036
01/04/2024 08:57 AM,GILMAN ST,EXPIRED METER,AJH3307,009 EXPIRED METER (ON STREET),24P1400037
01/04/2024 09:01 AM,GILMAN ST,EXPIRED METER,SWT7000,009 EXPIRED METER (ON STREET),24P1400038
01/04/2024 09:04 AM,GILMAN ST,EXPIRED METER,IMUGLY,009 EXPIRED METER (ON STREET),24P1400039
01/04/2024 09:07 AM,FRANCES ST,EXPIRED METER,ALT6773,009 EXPIRED METER (ON STREET),24P1400040
01/04/2024 09:50 AM,LANGDON ST,EXPIRED METER,TY7648,009 EXPIRED METER (ON STREET),24P1400041
01/04/2024 09:52 AM,LANGDON ST,EXPIRED METER,AVS3866,009 EXPIRED METER (ON STREET),24P1400042
01/04/2024 09:57 AM,LANGDON ST,EXPIRED METER,AUG5676,009 EXPIRED METER (ON STREET),24P1400043
01/04/2024 10:19 AM,GILMAN ST,EXPIRED METER,257SCW,009 EXPIRED METER (ON STREET),24P1400044
01/04/2024 10:53 AM,LAKE ST,EXPIRED METER,901MXC,009 EXPIRED METER (ON STREET),24P1400045
01/04/2024 11:03 AM,GILMAN ST,EXPIRED METER,10724BH,009 EXPIRED METER (ON STREET),24P1400046
01/04/2024 11:06 AM,FRANCES ST,EXPIRED METER,AWA5403,009 EXPIRED METER (ON STREET),24P1400047
01/04/2024 11:32 AM,GILMAN ST,EXPIRED METER,ACU4856,009 EXPIRED METER (ON STREET),24P1400048
01/04/2024 01:05 PM,LANGDON ST,PARKED WRONG DIRECTION,AY58202,W080 WARNING - AGAINST TRAFFIC-2 WAY STREET,24P1400049
01/04/2024 01:08 PM,LANGDON ST,EXPIRED METER,5852159,009 EXPIRED METER (ON STREET),24P1400050
01/04/2024 01:45 PM,HENRY ST,EXPIRED METER,AKY3829,009 EXPIRED METER (ON STREET),24P1400051
01/04/2024 01:51 PM,GILMAN ST,PARKED IN TAXI STAND,ANG7265,045 BUS STOP OR TAXI STAND,24P1400052
01/04/2024 01:53 PM,GILMAN ST,PARKED IN TRUCK ONLY ZONE,ABC9296,088 TRUCK LOADING ZONE-REGISTERED TRUCKS ONLY,24P1400053
01/04/2024 02:09 PM,FRANCES ST,EXPIRED METER FIRST TICKET ISSUSED AT 9:07AM,ALT6773,010 OVER TIME LIMIT AT SAME METER,24P1400054
01/04/2024 02:21 PM,LAKE ST,EXPIRED METER,AGM2704,009 EXPIRED METER (ON STREET),24P1400055
01/04/2024 02:29 PM,LAKE ST,EXPIRED METER,CG14227,009 EXPIRED METER (ON STREET),24P1400056
01/04/2024 02:33 PM,LANGDON ST,EXPIRED METER,ASR5759,009 EXPIRED METER (ON STREET),24P1400057
01/04/2024 02:36 PM,LANGDON ST,EXPIRED METER,ANT5743,009 EXPIRED METER (ON STREET),24P1400058
01/04/2024 02:44 PM,LANGDON ST,EXPIRED METER,ASY6698,009 EXPIRED METER (ON STREET),24P1400059
01/04/2024 02:49 PM,LANGDON ST,EXPIRED METER,AGT1623,009 EXPIRED METER (ON STREET),24P1400060
01/05/2024 08:47 AM,LAKE ST,EXPIRED METER,951ZFS,009 EXPIRED METER (ON STREET),24P1400061
01/05/2024 09:00 AM,GILMAN ST,EXPIRED METER,AVS4072,009 EXPIRED METER (ON STREET),24P1400062
01/05/2024 09:02 AM,GILMAN ST,EXPIRED METER,ALT6773,009 EXPIRED METER (ON STREET),24P1400063
01/05/2024 09:42 AM,LANGDON ST,EXPIRED METER,ASL2030,009 EXPIRED METER (ON STREET),24P1400064
01/05/2024 09:43 AM,LANGDON ST,EXPIRED METER,AEA6961,009 EXPIRED METER (ON STREET),24P1400065
01/05/2024 09:49 AM,LANGDON ST,EXPIRED METER,AFA2883,009 EXPIRED METER (ON STREET),24P1400066
