Date Issue,Location,Comment,License Plate,Type,Ticket #
01/02/2024 08:59 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,319ZFR,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700001
01/02/2024 09:02 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,AHJ5435,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700002
01/02/2024 09:08 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,18803ER,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700003
01/02/2024 09:10 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,501STB,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700004
01/02/2024 09:12 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,DX54949,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700005
01/02/2024 09:15 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,AAP9478,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700006
01/02/2024 09:16 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,ANY7740,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700007
01/02/2024 09:19 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,AHA1534,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700008
01/02/2024 09:21 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,AP26283,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700009
01/02/2024 09:23 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,ANM3529,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700010
01/02/2024 09:26 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,3614721B,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700011
01/02/2024 09:31 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,ASL1857,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700012
01/02/2024 09:33 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,AUC3264,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700013
01/02/2024 09:35 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,465DBD,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700014
01/02/2024 09:38 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,956JSP,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700015
01/02/2024 09:40 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,156ZMM,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700016
01/02/2024 09:41 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,359KMK,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700017
01/02/2024 09:41 AM,KENDALL AVE,NO PARKING 8AM-NOON TUESDAYS,AGY3575,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700018
01/02/2024 09:56 AM,VAN HISE AVE,NO PARKING 8AM-NOON TUESDAYS,TK8942,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700019
01/02/2024 09:57 AM,VAN HISE AVE,NO PARKING 8AM-NOON TUESDAYS,LN6400,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700020
01/02/2024 10:00 AM,VAN HISE AVE,NO PARKING 8AM-NOON TUESDAYS,AUB7134,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700021
01/02/2024 10:02 AM,VAN HISE AVE,NO PARKING 8AM-NOON TUESDAYS,NTV156,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700022
01/02/2024 10:05 AM,HOYT ST,NO PARKING 8AM-NOON TUESDAYS,NLK845,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700023
01/02/2024 10:09 AM,CHADBOURNE AVE,NO PARKING 8AM-NOON TUESDAYS,ASV3826,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700024
01/02/2024 10:11 AM,CHADBOURNE AVE,NO PARKING 8AM-NOON TUESDAYS,ED57091,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700025
01/02/2024 10:15 AM,CHADBOURNE AVE,NO PARKING 8AM-NOON TUESDAYS,C8066858,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700026
01/02/2024 10:15 AM,CHADBOURNE AVE,NO PARKING 8AM-NOON TUESDAYS,973LEM,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700027
01/02/2024 10:20 AM,CHADBOURNE AVE,NO PARKING 8AM-NOON TUESDAYS,484VKJ,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700028
01/02/2024 02:29 PM,CHAMBERLAIN AVE,AC5-202400001,ALN4579,005 2 HR LIMIT DURING POSTED TIMES,24P1700029
01/02/2024 02:40 PM,CHESTNUT ST,AC5-202400002,AAP9478,005 2 HR LIMIT DURING POSTED TIMES,24P1700030
01/02/2024 02:43 PM,CHESTNUT ST,AC5-202400003,211ZKV,005 2 HR LIMIT DURING POSTED TIMES,24P1700031
01/02/2024 02:51 PM,WALNUT ST,AC5-202400004,JXG456,005 2 HR LIMIT DURING POSTED TIMES,24P1700032
01/02/2024 02:54 PM,WALNUT ST,AC5-202400005,654LRY,005 2 HR LIMIT DURING POSTED TIMES,24P1700033
01/03/2024 08:50 AM,BREESE TER,NO PARKING 8AM-NOON WEDNESDAYS,NPE384,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700034
01/03/2024 08:52 AM,BREESE TER,NO PARKING 8AM-NOON WEDNESDAYS,ACN2202,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700035
01/03/2024 08:56 AM,BREESE TER,NO PARKING 8AM-NOON WEDNESDAYS,ANR1823,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700036
01/03/2024 09:03 AM,SPOONER ST,NO PARKING 8AM-NOON WEDNESDAYS,AEW6358,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700037
01/03/2024 09:04 AM,SPOONER ST,NO PARKING 8AM-NOON WEDNESDAYS,G35MKW,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1700038
