Date Issue,Location,Comment,License Plate,Type,Ticket #
01/02/2024 09:51 AM,ANDREW WAY,CHALKED ON 12/28/23 @ 10:15AM STILL VISIBLE,ADY8869,TOW TOW FEE,24P3200001
01/02/2024 09:51 AM,ANDREW WAY,CHALKED ON 12/28/23 @ 10:15AM STILL VISIBLE,ADY8869,004 STREET STORAGE(48 HR LIMIT),24P3200002
01/02/2024 10:26 AM,STOUGHTON RD,CHALKED/NOTED ON 12/29/23 @ 10:00AM STILL VISIBLE,Not Found,TOW TOW FEE,24P3200003
01/02/2024 10:26 AM,STOUGHTON RD,CHALKED/NOTED ON 12/29/23 @ 10:00AM STILL VISIBLE,Not Found,004 STREET STORAGE(48 HR LIMIT),24P3200004
01/02/2024 11:05 AM,CORRY ST,PARKED IN DRIVEWAY ENTRANCE,APV8624,072 LESS 4' OF DRIVEWAY/ALLEY/PRVT DRIVE,24P3200005
01/03/2024 08:16 AM,DOTY ST,METER ENFORCED 8AM -6PM MONDAY-SATURDAY,ACV5342,009 EXPIRED METER (ON STREET),24P3200006
01/03/2024 08:29 AM,MARTIN LUTHER KING JR BLVD,METER ENFORCED 8AM -6PM MONDAY-SATURDAY,KR4034,009 EXPIRED METER (ON STREET),24P3200007
01/03/2024 08:51 AM,WILSON ST,METER ENFORCED 8AM -6PM MONDAY-SATURDAY,ARJ2218,009 EXPIRED METER (ON STREET),24P3200008
01/03/2024 09:47 AM,MIFFLIN ST,METER ENFORCED 8AM -6PM MONDAY-SATURDAY,AJF1433,009 EXPIRED METER (ON STREET),24P3200009
01/03/2024 09:59 AM,DAYTON ST,METER ENFORCED 8AM -6PM MONDAY-SATURDAY,ARU1354,009 EXPIRED METER (ON STREET),24P3200010
01/03/2024 11:08 AM,MIFFLIN ST,METER ENFORCED 8AM -6PM MONDAY-SATURDAY,ASM6258,009 EXPIRED METER (ON STREET),24P3200011
01/03/2024 12:25 PM,MAIN ST,METER ENFORCED 8AM -6PM MONDAY-SATURDAY,KYBLUE,009 EXPIRED METER (ON STREET),24P3200012
01/03/2024 12:32 PM,BUTLER ST,METER ENFORCED 8AM -6PM MONDAY-SATURDAY,725WDZ,009 EXPIRED METER (ON STREET),24P3200013
