Date Issue,Location,Comment,License Plate,Type,Ticket #,Tick_Num,Type #
01/02/2024 09:12 AM,MADISON ST,NO PARKING 8:00 A.M. TO NOON TUESDAYS,948KVS,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2300001,1,048
01/02/2024 09:14 AM,MADISON ST,NO PARKING 8:00 A.M. TO NOON TUESDAYS,MSG247,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2300002,2,048
01/02/2024 09:20 AM,ADAMS ST,NO PARKING 8:00 A.M. TO NOON TUESDAYS,AKE9148,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2300003,3,048
01/02/2024 09:27 AM,VILAS AVE,NO PARKING 8:00 A.M. TO NOON TUESDAYS,2593177,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2300004,4,048
01/02/2024 09:29 AM,VILAS AVE,NO PARKING 8:00 A.M. TO NOON TUESDAYS,634XXJ,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2300005,5,048
01/02/2024 10:49 AM,GREGORY ST,NO PARKING 10:30 A.M. TO 2:00 P.M. TUESDAYS,AUP1060,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2300006,6,048
01/02/2024 10:50 AM,GREGORY ST,NO PARKING 10:30 A.M. TO 2:00 P.M. TUESDAYS,764JPE,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2300007,7,048
01/02/2024 10:53 AM,GREGORY ST,NO PARKING 10:30 A.M. TO 2:00 P.M. TUESDAYS,ADC6796,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2300008,8,048
01/02/2024 10:55 AM,GREGORY ST,NO PARKING 10:30 A.M. TO 2:00 P.M. TUESDAYS,AUX3919,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2300009,9,048
01/02/2024 10:57 AM,GREGORY ST,NO PARKING 10:30 A.M. TO 2:00 P.M. TUESDAYS,AVK6652,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P2300010,10,048
