Date Issue,Location,Comment,License Plate,Type,Ticket #,Tick_Num,Type #
01/05/2024 09:37 AM,MIFFLIN ST,NO PARKING 9AM TO NOON FRIDAYS.,AUA5543,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900097,97,048
01/05/2024 09:39 AM,MIFFLIN ST,NO PARKING 9AM TO NOON FRIDAYS.,BZ59235,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900098,98,048
01/05/2024 09:42 AM,BEDFORD ST,NO PARKING 9AM TO NOON FRIDAYS.,AKV3928,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900099,99,048
01/05/2024 09:44 AM,BEDFORD ST,NO PARKING 9AM TO NOON FRIDAYS.,AFW5095,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900100,100,048
01/05/2024 09:45 AM,BEDFORD ST,NO PARKING 9AM TO NOON FRIDAYS.,AKN6696,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900101,101,048
01/05/2024 09:47 AM,BEDFORD ST,NO PARKING 9AM TO NOON FRIDAYS. EVEN SIDE AT W. WILSON ST.,ARM5839,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900102,102,048
01/05/2024 09:51 AM,WASHINGTON AVE,NO PARKING 9AM TO NOON FRIDAYS.,AUU8920,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900103,103,048
01/05/2024 09:56 AM,WASHINGTON AVE,NO PARKING 9AM TO NOON FRIDAYS.,ARB5663,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900104,104,048
01/05/2024 09:57 AM,WASHINGTON AVE,NO PARKING 9AM TO NOON FRIDAYS.,559YYV,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900105,105,048
01/08/2024 08:24 AM,PATERSON ST,NO PARKING 8AM - 11:30AM MONDAYS.,366ZWY,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900106,106,048
01/08/2024 08:26 AM,BREARLY ST,NO PARKING 8AM - 11:30AM MONDAYS.,AVL7171,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900107,107,048
01/08/2024 08:29 AM,BREARLY ST,NO PARKING 8AM - 11:30AM MONDAYS.,AEJ9043,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900108,108,048
01/08/2024 08:33 AM,FEW ST,NO PARKING 8AM - 11:30AM MONDAYS. EVEN SIDE AT FLORENCE CT.,CTP190,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900109,109,048
01/08/2024 08:39 AM,BALDWIN,NO PARKING 8AM - 11:30AM MONDAYS. EVEN SIDE AT FLORENCE CT.,APK5069,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900110,110,048
01/08/2024 08:40 AM,BALDWIN,NO PARKING 8AM - 11:30AM MONDAYS. EVEN SIDE AT FLORENCE CT.,ASM2083,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900111,111,048
01/08/2024 08:42 AM,BALDWIN,NO PARKING 8AM - 11:30AM MONDAYS. EVEN SIDE AT FLORENCE CT.,DZ74226,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900112,112,048
01/08/2024 08:51 AM,ROGERS ST,NO PARKING 8AM - 11:30AM MONDAYS. EVEN SIDE AT FLORENCE CT.,795RGP,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900113,113,048
01/08/2024 08:55 AM,CANTWELL CT,NO PARKING 8AM - 11:30AM MONDAYS. EVEN SIDE AT FLORENCE CT.,992WMG,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900114,114,048
01/08/2024 08:56 AM,CANTWELL CT,NO PARKING 8AM - 11:30AM MONDAYS.,992WMG,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900115,115,048
01/08/2024 08:58 AM,ROGERS ST,NO PARKING 8AM - 11:30AM MONDAYS.,795RGP,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900116,116,048
01/08/2024 09:03 AM,BALDWIN,NO PARKING 8AM - 11:30AM MONDAYS.,APK5069,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900117,117,048
01/08/2024 09:04 AM,BALDWIN,NO PARKING 8AM - 11:30AM MONDAYS.,DZ74226,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900118,118,048
01/08/2024 10:44 AM,INGERSOLL ST,NO PARKING 10:30AM - 2PM MONDAYS.,780VGD,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900119,119,048
01/08/2024 10:56 AM,MAIN ST,NO PARKING 10:30AM - 2PM MONDAYS.,709XNJ,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900120,120,048
01/08/2024 10:58 AM,MAIN ST,NO PARKING 10:30AM - 2PM MONDAYS.,AMZ4563,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900121,121,048
01/09/2024 08:24 AM,JENIFER ST,NO PARKING 8AM - 11:30AM TUESDAYS.,97BEIH,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900122,122,048
01/09/2024 08:26 AM,JENIFER ST,NO PARKING 8AM - 11:30AM TUESDAYS.,AFP7276,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900123,123,048
01/09/2024 08:28 AM,JENIFER ST,NO PARKING 8AM - 11:30AM TUESDAYS.,MUSQUY,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900124,124,048
01/09/2024 08:35 AM,SPAIGHT ST,NO PARKING 8AM - 11:30AM TUESDAYS.,ASE3425,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900125,125,048
01/09/2024 08:37 AM,SPAIGHT ST,NO PARKING 8AM - 11:30AM TUESDAYS. EVEN SIDE AT JENIFER ST.,579XYN,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900126,126,048
01/09/2024 08:44 AM,RUTLEDGE ST,NO PARKING 8AM - 11:30AM TUESDAYS. EVEN SIDE AT JENIFER ST.,AMY8936,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900127,127,048
01/09/2024 08:46 AM,RUTLEDGE ST,NO PARKING 8AM - 11:30AM TUESDAYS.,794WKA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900128,128,048
01/09/2024 08:47 AM,RUTLEDGE ST,NO PARKING 8AM - 11:30AM TUESDAYS.,AMY8936,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900129,129,048
01/09/2024 08:55 AM,RUTLEDGE ST,NO PARKING 8AM - 11:30AM TUESDAYS.,ARX1282,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900130,130,048
01/09/2024 08:57 AM,RUTLEDGE ST,NO PARKING 8AM - 11:30AM TUESDAYS.,BPRF33,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900131,131,048
01/09/2024 08:58 AM,RUTLEDGE ST,NO PARKING 8AM - 11:30AM TUESDAYS.,211PTM,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900132,132,048
01/09/2024 09:00 AM,RUTLEDGE ST,NO PARKING 8AM - 11:30AM TUESDAYS.,AUH4503,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900133,133,048
01/09/2024 09:02 AM,RUTLEDGE ST,NO PARKING 8AM - 11:30AM TUESDAYS.,ASF5078,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900134,134,048
01/09/2024 09:05 AM,MORRISON ST,NO PARKING 8AM - 11:30AM TUESDAYS.,AVS7857,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900135,135,048
01/09/2024 09:07 AM,MORRISON ST,NO PARKING 8AM - 11:30AM TUESDAYS.,ANS8652,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900136,136,048
01/09/2024 09:14 AM,BLOUNT ST,NO PARKING 8AM - 11:30AM TUESDAYS. ODD SIDE AT WILLIAMSON.,APU5803,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900137,137,048
01/09/2024 09:15 AM,BLOUNT ST,NO PARKING 8AM - 11:30AM TUESDAYS. ODD SIDE AT WILLIAMSON.,ASZ4187,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900138,138,048
01/09/2024 09:19 AM,LIVINGSTON ST,NO PARKING 8AM - 11:30AM TUESDAYS. ODD SIDE AT JENIFER ST.,AAM2394,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900139,139,048
01/09/2024 09:22 AM,LIVINGSTON ST,NO PARKING 8AM - 11:30AM TUESDAYS. ODD SIDE AT JENIFER ST.,LEMSS,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900140,140,048
01/09/2024 09:25 AM,PATERSON ST,NO PARKING 8AM - 11:30AM TUESDAYS.,ABM1509,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900141,141,048
01/09/2024 09:27 AM,LIVINGSTON ST,NO PARKING 8AM - 11:30AM TUESDAYS. ODD SIDE AT JENIFER ST.,LEMSS,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900142,142,048
01/09/2024 09:27 AM,LIVINGSTON ST,NO PARKING 8AM - 11:30AM TUESDAYS.,LEMSS,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900143,143,048
01/09/2024 09:33 AM,BREARLY ST,NO PARKING 8AM - 11:30AM TUESDAYS.,AFV7359,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900144,144,048
01/09/2024 09:38 AM,FEW ST,NO PARKING 8AM - 11:30AM TUESDAYS.,ARW6585,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900145,145,048
01/09/2024 11:06 AM,INGERSOLL ST,NO PARKING 10:30AM - 2PM TUESDAYS.,DT64823,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900146,146,048
01/09/2024 11:09 AM,INGERSOLL ST,NO PARKING 10:30AM - 2PM TUESDAYS.,ACB6768,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900147,147,048
01/09/2024 11:12 AM,BALDWIN ST,NO PARKING 10:30AM - 2PM TUESDAYS.,AVN3107,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900148,148,048
01/09/2024 11:17 AM,WILSON ST,NO PARKING 10:30AM - 2PM TUESDAYS. X 1235.,LH9754,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900149,149,048
01/09/2024 11:19 AM,WILSON ST,NO PARKING 10:30AM - 2PM TUESDAYS. X 1227.,RH4021,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900150,150,048
01/09/2024 11:21 AM,WILSON ST,NO PARKING 10:30AM - 2PM TUESDAYS. X 1227.,AVF8194,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900151,151,048
01/09/2024 11:23 AM,WILSON ST,NO PARKING 10:30AM - 2PM TUESDAYS. EVEN SIDE AT S. FEW ST.,AGP7052,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900152,152,048
01/09/2024 11:25 AM,WILSON ST,NO PARKING 10:30AM - 2PM TUESDAYS. EVEN SIDE AT S. FEW ST.,ABL2463,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900153,153,048
01/09/2024 11:27 AM,WILSON ST,NO PARKING 10:30AM - 2PM TUESDAYS. X 1115.,AVF7862,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P0900154,154,048
