Date Issue,Location,Comment,License Plate,Type,Ticket #,Tick_Num,Type #
01/13/2024 02:13 AM,FRANKLIN ST,PARKED ON EVEN SIDE,ASE9937,148 148 - SNOW EMERGENCY 1A-7A,24P2700129,129,148
01/13/2024 02:13 AM,FRANKLIN ST,PARKED ON EVEN SIDE,ASE9937,TOW TOW FEE,24P2700130,130,TOW
01/13/2024 02:16 AM,FRANKLIN ST,PARKED ON EVEN SIDE,ATP5902,148 148 - SNOW EMERGENCY 1A-7A,24P2700131,131,148
01/13/2024 02:16 AM,FRANKLIN ST,PARKED ON EVEN SIDE,ATP5902,TOW TOW FEE,24P2700132,132,TOW
01/13/2024 02:21 AM,FRANKLIN ST,PARKED ON EVEN SIDE,SL9241,148 148 - SNOW EMERGENCY 1A-7A,24P2700133,133,148
01/13/2024 02:21 AM,FRANKLIN ST,PARKED ON EVEN SIDE,SL9241,TOW TOW FEE,24P2700134,134,TOW
01/13/2024 02:24 AM,FRANKLIN ST,PARKED ON EVEN SIDE,RD4567,148 148 - SNOW EMERGENCY 1A-7A,24P2700135,135,148
01/13/2024 02:24 AM,FRANKLIN ST,PARKED ON EVEN SIDE,RD4567,TOW TOW FEE,24P2700136,136,TOW
01/13/2024 02:28 AM,FRANKLIN ST,PARKED ON EVEN SIDE,GL4408,148 148 - SNOW EMERGENCY 1A-7A,24P2700137,137,148
01/13/2024 02:28 AM,FRANKLIN ST,PARKED ON EVEN SIDE,GL4408,TOW TOW FEE,24P2700138,138,TOW
01/13/2024 02:34 AM,FRANKLIN ST,PARKED ON EVEN SIDE,ED93368,148 148 - SNOW EMERGENCY 1A-7A,24P2700139,139,148
01/13/2024 02:34 AM,FRANKLIN ST,PARKED ON EVEN SIDE,ED93368,TOW TOW FEE,24P2700140,140,TOW
01/13/2024 02:47 AM,FRANKLIN ST,PARKED ON EVEN SIDE,ANM5938,148 148 - SNOW EMERGENCY 1A-7A,24P2700141,141,148
01/13/2024 02:47 AM,FRANKLIN ST,PARKED ON EVEN SIDE,ANM5938,TOW TOW FEE,24P2700142,142,TOW
01/13/2024 02:54 AM,FRANKLIN ST,PARKED ON EVEN SIDE,Not Found,148 148 - SNOW EMERGENCY 1A-7A,24P2700143,143,148
01/13/2024 02:54 AM,FRANKLIN ST,PARKED ON EVEN SIDE,Not Found,TOW TOW FEE,24P2700144,144,TOW
01/13/2024 03:05 AM,FRANKLIN ST,PARKED ON EVEN SIDE AT E JOHNSON ST,AMN7375,148 148 - SNOW EMERGENCY 1A-7A,24P2700145,145,148
01/13/2024 03:05 AM,FRANKLIN ST,PARKED ON EVEN SIDE AT E JOHNSON ST,AMN7375,TOW TOW FEE,24P2700146,146,TOW
01/13/2024 03:24 AM,HANCOCK ST,PARKED ON EVEN SIDE,AUE1129,148 148 - SNOW EMERGENCY 1A-7A,24P2700147,147,148
01/13/2024 03:24 AM,HANCOCK ST,PARKED ON EVEN SIDE,AUE1129,TOW TOW FEE,24P2700148,148,TOW
01/13/2024 03:30 AM,HANCOCK ST,PARKED ON EVEN SIDE,AMJ3622,148 148 - SNOW EMERGENCY 1A-7A,24P2700149,149,148
01/13/2024 03:30 AM,HANCOCK ST,PARKED ON EVEN SIDE,AMJ3622,TOW TOW FEE,24P2700150,150,TOW
01/13/2024 03:41 AM,HANCOCK ST,PARKED ON EVEN SIDE AT E MIFFLIN ST,448YHS,148 148 - SNOW EMERGENCY 1A-7A,24P2700151,151,148
01/13/2024 03:41 AM,HANCOCK ST,PARKED ON EVEN SIDE AT E MIFFLIN ST,448YHS,TOW TOW FEE,24P2700152,152,TOW
01/13/2024 03:45 AM,HANCOCK ST,PARKED ON EVEN SIDE,AKC5573,148 148 - SNOW EMERGENCY 1A-7A,24P2700153,153,148
01/13/2024 03:45 AM,HANCOCK ST,PARKED ON EVEN SIDE,AKC5573,TOW TOW FEE,24P2700154,154,TOW
01/13/2024 03:50 AM,HANCOCK ST,PARKED ON EVEN SIDE,DM38366,148 148 - SNOW EMERGENCY 1A-7A,24P2700155,155,148
01/13/2024 03:50 AM,HANCOCK ST,PARKED ON EVEN SIDE,DM38366,TOW TOW FEE,24P2700156,156,TOW
01/13/2024 04:05 AM,HANCOCK ST,PARKED ON EVEN SIDE X-15,784YFH,148 148 - SNOW EMERGENCY 1A-7A,24P2700157,157,148
01/13/2024 04:05 AM,HANCOCK ST,PARKED ON EVEN SIDE X-15,784YFH,TOW TOW FEE,24P2700158,158,TOW
01/13/2024 04:10 AM,HANCOCK ST,PARKED ON EVEN SIDE,AWK3614,148 148 - SNOW EMERGENCY 1A-7A,24P2700159,159,148
01/13/2024 04:10 AM,HANCOCK ST,PARKED ON EVEN SIDE,AWK3614,TOW TOW FEE,24P2700160,160,TOW
01/13/2024 04:14 AM,HANCOCK ST,PARKED ON EVEN SIDE AT E WASHINGTON AVE,ZV54844,148 148 - SNOW EMERGENCY 1A-7A,24P2700161,161,148
01/13/2024 04:14 AM,HANCOCK ST,PARKED ON EVEN SIDE AT E WASHINGTON AVE,ZV54844,TOW TOW FEE,24P2700162,162,TOW
01/13/2024 04:38 AM,BLAIR,PARKED ON EVEN SIDE AT E JOHNSON ST,JDEFENS,148 148 - SNOW EMERGENCY 1A-7A,24P2700163,163,148
01/13/2024 04:38 AM,BLAIR,PARKED ON EVEN SIDE AT E JOHNSON ST,JDEFENS,TOW TOW FEE,24P2700164,164,TOW
01/13/2024 04:45 AM,BLAIR,PARKED ON EVEN SIDE,SYY3115,148 148 - SNOW EMERGENCY 1A-7A,24P2700165,165,148
01/13/2024 04:45 AM,BLAIR,PARKED ON EVEN SIDE,SYY3115,TOW TOW FEE,24P2700166,166,TOW
01/13/2024 04:47 AM,BLAIR,PARKED ON EVEN SIDE AT E JOHNSON ST,AVD9052,148 148 - SNOW EMERGENCY 1A-7A,24P2700167,167,148
01/13/2024 04:47 AM,BLAIR,PARKED ON EVEN SIDE AT E JOHNSON ST,AVD9052,TOW TOW FEE,24P2700168,168,TOW
01/13/2024 05:00 AM,BLAIR,PARKED ON EVEN SIDE,374GGX,148 148 - SNOW EMERGENCY 1A-7A,24P2700169,169,148
01/13/2024 05:00 AM,BLAIR,PARKED ON EVEN SIDE,374GGX,TOW TOW FEE,24P2700170,170,TOW
01/13/2024 05:02 AM,BLAIR,PARKED ON EVEN SIDE,276GEZ,148 148 - SNOW EMERGENCY 1A-7A,24P2700171,171,148
01/13/2024 05:02 AM,BLAIR,PARKED ON EVEN SIDE,276GEZ,TOW TOW FEE,24P2700172,172,TOW
01/14/2024 01:22 AM,HANCOCK ST,PARKED ON ODD SIDE,ALZ6521,148 148 - SNOW EMERGENCY 1A-7A,24P2700173,173,148
01/14/2024 01:22 AM,HANCOCK ST,PARKED ON ODD SIDE,ALZ6521,TOW TOW FEE,24P2700174,174,TOW
