fullStreetName,CoordList
East Towne Mall,"[(-89.3034391480085, 43.12626075401146), (-89.30344959621132, 43.12626366405075), (-89.30345979656795, 43.12626701307834), (-89.30346971469343, 43.12627078935743), (-89.30347931620449, 43.12627498025115), (-89.30348857040615, 43.12627957222629), (-89.30349744660865, 43.12628454904947), (-89.30350591289326, 43.12628989448592), (-89.30370998845169, 43.12649618069433), (-89.30372125749994, 43.12650805560111), (-89.30373196443234, 43.12652020715441), (-89.30374209453021, 43.1265326209377), (-89.30375163799206, 43.12654528163941), (-89.30376058255679, 43.126558174845435), (-89.3037689171922, 43.12657128614301), (-89.30377663332906, 43.12658459842166), (-89.30378371993677, 43.12659809636839), (-89.30379017089848, 43.126611765575554), (-89.30379597764657, 43.126625588032475), (-89.30380113283692, 43.12663954843006), (-89.30380563158496, 43.12665363056167), (-89.30380946655008, 43.126667817317895), (-89.30381263530536, 43.12668209249473), (-89.30391909121471, 43.12716538138884), (-89.30392098036215, 43.127176037759526), (-89.3039221714069, 43.12718674921507), (-89.30392266316997, 43.1271974896515), (-89.30392245446716, 43.12720823566521), (-89.30392154411953, 43.12721896115217), (-89.30391993585836, 43.12722964271378), (-89.30391763218776, 43.12724025605006), (-89.30391463929848, 43.127250776864784), (-89.30391096338141, 43.12726118086181), (-89.30390661308331, 43.1272714446474), (-89.30390159828157, 43.127281543929286), (-89.30389593007907, 43.127291456216355), (-89.30388962326529, 43.12730115902152), (-89.30384770895625, 43.12736112051922)]"
East Towne Mall,"[(-89.30286138285544, 43.12552767245707), (-89.30184072591854, 43.12564864821755)]"
East Towne Mall,"[(-89.30324133039223, 43.12397246682817), (-89.30323071451366, 43.12397132078052), (-89.30322023238827, 43.12396963661396), (-89.30320993683914, 43.12396742248421), (-89.30319987576885, 43.123964689242314), (-89.30319009953408, 43.12396144954191), (-89.30318065356761, 43.12395772053219), (-89.30317158576138, 43.12395351846466), (-89.303162937853, 43.12394886498509), (-89.30315475280877, 43.12394378174053), (-89.30314707113024, 43.12393829397584), (-89.30313992840047, 43.12393242873098), (-89.30313336020221, 43.12392621304588), (-89.30276750201871, 43.12359452234326), (-89.30275775197724, 43.12358606748125), (-89.30274752825791, 43.1235779181567), (-89.30273684803757, 43.12357008788878), (-89.30272573217603, 43.12356259200085), (-89.30271419785355, 43.12355544221187), (-89.30270226593339, 43.12354865204497), (-89.30268995605337, 43.12354223322166), (-89.30267729276994, 43.123536195668606), (-89.30266429449043, 43.123530552006166), (-89.30265098700528, 43.12352530946194), (-89.30263739240979, 43.123520479760145), (-89.30262353280808, 43.12351607012446), (-89.3025138955227, 43.123479734862)]"
East Towne Mall,"[(-89.30324133039223, 43.12397246682817), (-89.30324076446018, 43.12397980111571), (-89.30324081167755, 43.12398714774139), (-89.30324147086978, 43.123994478801045), (-89.30324273963355, 43.12400176638913), (-89.30324461433491, 43.12400898349916), (-89.30324708642296, 43.12401610401932), (-89.30325014857917, 43.12402310003913), (-89.30325378733734, 43.124029945441684), (-89.3032579904549, 43.124036616811836), (-89.30326274078283, 43.12404308622869), (-89.30348220125244, 43.12423925474693), (-89.30348685263246, 43.12424353322016), (-89.30349094310316, 43.124248108143156), (-89.30349443833089, 43.12425294167645), (-89.30349730890768, 43.12425799058501), (-89.30349952911013, 43.12426321253769), (-89.30350108059466, 43.12426856161074), (-89.30350194992945, 43.124273993685584), (-89.30350212860303, 43.124279461948525), (-89.30350161670916, 43.12428491779441), (-89.30350041924976, 43.12429031622377), (-89.30349854368797, 43.124295610439304), (-89.30349600854443, 43.12430075455536), (-89.30349283479218, 43.124305705389055), (-89.30331999061814, 43.12464785835422), (-89.303305761747, 43.124674733022154), (-89.30329217150658, 43.124701784769904), (-89.30327922359959, 43.12472900550064), (-89.3032669229596, 43.124756386218856), (-89.30325527083187, 43.12478391882506), (-89.30324427214805, 43.12481159522383), (-89.30323393061116, 43.12483940731829), (-89.3032242486954, 43.12486734701033), (-89.30321868112775, 43.124881826454974), (-89.3032137977542, 43.12489643892416), (-89.30320960721168, 43.12491116642494), (-89.30320611445266, 43.124925990060675), (-89.30320332073602, 43.12494089453105), (-89.30320123347359, 43.12495586004177), (-89.30319985147015, 43.124970869489744), (-89.30319917967634, 43.12498590487834), (-89.30319921566995, 43.12500094820309), (-89.30319996194221, 43.12501598236481), (-89.30320141730327, 43.12503098756013), (-89.3032035780984, 43.12504594758355), (-89.30320644313424, 43.12506084443183), (-89.30321000999025, 43.125075659200455), (-89.30322089351719, 43.12512081387046), (-89.30323112316628, 43.125166049768445), (-89.30324069894307, 43.12521136329411), (-89.30324961717197, 43.125256748143244), (-89.30325787908897, 43.12530219981669), (-89.30326548224546, 43.12534771291164), (-89.30327242665054, 43.12539328202752), (-89.30327429486216, 43.12539943161578), (-89.30327547475137, 43.125405672298875), (-89.30327595779814, 43.125411961763604), (-89.30327574162288, 43.12541825950314), (-89.30327482630562, 43.12542452411324), (-89.30327322052975, 43.12543071329848), (-89.30327093174824, 43.125436785662195), (-89.30326797723944, 43.125442702518185), (-89.30326437674285, 43.12544842338258), (-89.3032601524505, 43.12545391047447), (-89.3032553326934, 43.125459128719484), (-89.30324995071774, 43.12546404304838), (-89.30324404099532, 43.125468620193296), (-89.30323764290799, 43.12547282959199), (-89.30323079951543, 43.12547664518621), (-89.30322355387896, 43.12548004001781), (-89.30321595642104, 43.12548299343696), (-89.30320805633681, 43.12548548389244), (-89.30319990649758, 43.12548749523729), (-89.30319155976592, 43.12548901582534), (-89.30318307146395, 43.125490033112555), (-89.30286138285544, 43.12552767245707)]"
East Towne Mall,"[(-89.30709638252205, 43.126550655196766), (-89.30603114541759, 43.12626132970878), (-89.30602121328712, 43.126258379024236), (-89.3060115683761, 43.12625495428037), (-89.30600225366531, 43.126251070822335), (-89.30599330967631, 43.126246744893166), (-89.30598477569485, 43.126241996334805), (-89.30597668732011, 43.126236844985556), (-89.30596908137491, 43.12623131338531), (-89.3059619909923, 43.12622542587029), (-89.30595544807278, 43.12621920857578), (-89.30594947837096, 43.12621268853078), (-89.30594411009926, 43.12620589276688), (-89.30593936654415, 43.12619885371132), (-89.30593526854318, 43.12619159928812), (-89.30593183323693, 43.12618416281832), (-89.30592907531008, 43.12617657672027)]"
East Towne Mall,"[(-89.30592907531008, 43.12617657672027), (-89.30600667108051, 43.12616480212493), (-89.30601952297638, 43.126162533423134), (-89.30603218536679, 43.12615975327388), (-89.30604462136907, 43.12615647064074), (-89.30605679410063, 43.126152694487345), (-89.30606866667544, 43.12614843557752), (-89.30608020342952, 43.12614370827673), (-89.30609136992953, 43.12613852605155), (-89.30610213296757, 43.12613290417003), (-89.30611245933245, 43.12612685970042), (-89.3061223194977, 43.1261204106148), (-89.30613168393543, 43.12611357578543), (-89.30614052311414, 43.126106375884625), (-89.30614881241453, 43.126098833389875), (-89.30615652599012, 43.12609096987744), (-89.30616364044877, 43.12608280872621), (-89.30617013608156, 43.12607437511895), (-89.30617599072183, 43.126065694235976), (-89.30618118957439, 43.126056792165144), (-89.30618571538808, 43.12604769409168), (-89.3064631594026, 43.12553940054915)]"
East Towne Mall,"[(-89.30384770895625, 43.12736112051922), (-89.30384216418813, 43.127368188632275), (-89.3038372419911, 43.12737549861384), (-89.30383295962491, 43.12738302167877), (-89.30382933435118, 43.12739072814183), (-89.30382638220443, 43.12739858741652), (-89.30382411307825, 43.12740656710963), (-89.3038225368628, 43.12741463662824), (-89.30381890158007, 43.1274371037311), (-89.30381591626885, 43.1274596228109), (-89.30381358340838, 43.127482183069276), (-89.30381190424741, 43.127504774606464), (-89.30381087880744, 43.1275273866213), (-89.30381050710648, 43.127550010113026), (-89.30381079162383, 43.12757263428294), (-89.30381172992328, 43.12759524832747), (-89.3038133220229, 43.12761784324561), (-89.30381556794428, 43.12764040823629), (-89.30381846647826, 43.127662933397104), (-89.30382201518862, 43.12768540792441), (-89.30385585913902, 43.12789881389813)]"
East Towne Mall,"[(-89.30789803424366, 43.12366044691903), (-89.30788725106038, 43.12363956925028), (-89.30787582488311, 43.123618874557934), (-89.3078637630617, 43.123598375450456), (-89.30785107172392, 43.12357808093481), (-89.30783775576364, 43.1235580027168), (-89.30782382253739, 43.12353814980454), (-89.30780928062698, 43.12351853300754), (-89.30779413492796, 43.123499163131584), (-89.30777839648472, 43.12348004828838), (-89.30776207019267, 43.12346119928363), (-89.30774516586399, 43.12344262602803), (-89.30772769331263, 43.12342433753202), (-89.3077096586643, 43.12340634370256), (-89.30769107419196, 43.123388652652494), (-89.30767194724861, 43.12337127519002), (-89.30765228765118, 43.1233542185255), (-89.30763210766925, 43.12333749257198), (-89.30761141466056, 43.123321105437405), (-89.30759022089792, 43.123305065234646), (-89.30756853865414, 43.123289380076486), (-89.30754637528523, 43.1232740589711), (-89.30752374552308, 43.12325910913362), (-89.30751592646764, 43.123253984262334), (-89.30750766186503, 43.12324924868549), (-89.30749898853672, 43.123244924942284), (-89.30748994331614, 43.12324102927121), (-89.30748056671608, 43.12323758151491), (-89.30747089926284, 43.123234594315186), (-89.30746098393521, 43.12323208301667), (-89.30745086372377, 43.12323005666337), (-89.30744058161908, 43.12322852429916), (-89.30743018429958, 43.1232274940717), (-89.30741971599468, 43.12322696962566), (-89.30740922462338, 43.123226952809276), (-89.30739875442019, 43.12322744456691), (-89.30738835085491, 43.12322844224391), (-89.30737806062965, 43.12322994138668), (-89.30736792799229, 43.123231935738865), (-89.3073579971957, 43.12323441634402), (-89.30734831249454, 43.123237373345496), (-89.30733891569602, 43.12324079148365), (-89.30732984737354, 43.12324465819791), (-89.30732114811215, 43.123248954627115), (-89.30731285603626, 43.12325366370777), (-89.30730500804981, 43.12325876387469), (-89.30713535486944, 43.1233658866888), (-89.30712879932679, 43.12336979011544), (-89.30712180591102, 43.123373262856184), (-89.30711442996505, 43.1233762797639), (-89.30710672559782, 43.12337881839052), (-89.30709874937098, 43.12338085899078), (-89.30709056275285, 43.12338238632471), (-89.30708222720327, 43.12338338965295), (-89.30707380294844, 43.123383860935164), (-89.30706535512117, 43.12338379663635), (-89.30705694638826, 43.12338319771971), (-89.3070486406403, 43.12338206784988), (-89.3070404993001, 43.123380416089546), (-89.307032582555, 43.123378255100555), (-89.30702495181592, 43.12337560024646), (-89.30701766233975, 43.12337247228497), (-89.30701076938003, 43.1233688937742), (-89.30700432572411, 43.12336489177007), (-89.30699837800869, 43.123360496922906), (-89.30699297163818, 43.12335574168184), (-89.30655137482012, 43.123009577203106)]"
East Towne Mall,"[(-89.30789803424366, 43.12366044691903), (-89.30792128394036, 43.123655370182995), (-89.30794471584507, 43.12365076617397), (-89.30796831397726, 43.123646638476295), (-89.30799205744287, 43.12364298976932), (-89.30801593026145, 43.12363982363738), (-89.3080399127678, 43.12363714276112), (-89.30806398775759, 43.12363494802336), (-89.30808813679629, 43.123633241205866), (-89.30811234021853, 43.12363202498936), (-89.30825549347338, 43.1236282683004)]"
East Towne Mall,"[(-89.30705245993092, 43.12271377076499), (-89.3066582019291, 43.12295717347571), (-89.30664116900243, 43.12296672160193), (-89.30662381227137, 43.12297595076508), (-89.30660614280181, 43.12298485737577), (-89.30658817289527, 43.122993434245586), (-89.3065699123924, 43.12300167598371), (-89.30655137482012, 43.123009577203106)]"
East Towne Mall,"[(-89.30286138285544, 43.12552767245707), (-89.30300336097845, 43.12619928475711), (-89.30300537026885, 43.12620618967518), (-89.30300805444094, 43.126212969282236), (-89.30301140004391, 43.12621958936076), (-89.30301538994051, 43.126226015689184), (-89.30302000207793, 43.12623221404087), (-89.30302521316933, 43.126238152888334), (-89.30303099624305, 43.1262437997999), (-89.30303732186093, 43.12624912684191), (-89.30304415444226, 43.126254105174255), (-89.30305146085703, 43.12625870955979), (-89.30305920060223, 43.126262914753504), (-89.30306733562178, 43.12626670091374), (-89.30307582294785, 43.12627004639339), (-89.30308461714613, 43.12627293404337), (-89.30309367400581, 43.12627534941607), (-89.30310294439896, 43.12627727895898), (-89.30311238041608, 43.126278714521305), (-89.30312193415102, 43.12627964615221), (-89.30313155399725, 43.12628007109768), (-89.30314119080747, 43.126279985706255), (-89.30315079542578, 43.1262793908269), (-89.30334455401625, 43.126254817866005), (-89.30335643800511, 43.126253660075434), (-89.30336839836124, 43.12625304512001), (-89.30338038715468, 43.1262529756503), (-89.30339235768776, 43.1262534525179), (-89.30340426572587, 43.126254473876735), (-89.30341606335116, 43.12625603607673), (-89.30342770633935, 43.12625813187136), (-89.3034391480085, 43.12626075401146)]"
East Pass,"[(-89.49894573764799, 43.0125928322846), (-89.499006986745, 43.01259266605146)]"
East Pass,"[(-89.50975620554546, 43.00582955943039), (-89.51108232659352, 43.00519245778042)]"
East Pass,"[(-89.50814814821445, 43.00669432725379), (-89.50827640816946, 43.00659259990923), (-89.50829959413292, 43.006574847525265), (-89.5083232294189, 43.006557417938744), (-89.50834730790272, 43.00654031655467), (-89.50837181855628, 43.006523550582024), (-89.50839675402723, 43.00650712452661), (-89.50842210574042, 43.00649104559548), (-89.508447863892, 43.00647531919653), (-89.5084740199031, 43.006459949836476), (-89.50850056397105, 43.006444943823205), (-89.50852748874496, 43.006430306562734), (-89.50855478196665, 43.00641604256459), (-89.50858243628659, 43.00640215813481)]"
East Pass,"[(-89.5089174987828, 43.00623870681632), (-89.50975620554546, 43.00582955943039)]"
East Pass,"[(-89.50858243628659, 43.00640215813481), (-89.5089174987828, 43.00623870681632)]"
East Pass,"[(-89.51198598836125, 43.00312604171834), (-89.511979951593, 43.002841330604625), (-89.5119792579085, 43.002791996818104), (-89.51197920930005, 43.00274266072446), (-89.51197980454499, 43.00269332592513), (-89.51198104242192, 43.00264399692164), (-89.51198292416493, 43.00259468001381), (-89.51198544977764, 43.002545378802026), (-89.51198861803739, 43.00249609688761), (-89.51199242895056, 43.002446839671336), (-89.51199688252082, 43.002397610753384), (-89.51200197752947, 43.00234841643564), (-89.51200771520658, 43.002299260317386)]"
East Pass,"[(-89.50769381839373, 43.007534625413406), (-89.50769845793465, 43.00750530076431), (-89.5077037954268, 43.007476040401116), (-89.50770982842764, 43.00744685242666), (-89.50771655572207, 43.007417745842844), (-89.50772397486998, 43.007388730552535), (-89.50773208342878, 43.00735981465855), (-89.50774088018474, 43.0073310080628), (-89.5077503602411, 43.00730231796977), (-89.50776052360942, 43.007273753380396), (-89.50777136539672, 43.00724532419932), (-89.5077828819327, 43.007217037630134), (-89.50779506955084, 43.00718890357655), (-89.50780792703632, 43.00716093104036), (-89.50782144703832, 43.00713312632772), (-89.5078356283446, 43.007105500240584), (-89.50785046483078, 43.00707805908413), (-89.50786595160528, 43.007050813663135), (-89.50788208622319, 43.007023770279915), (-89.50789886133758, 43.00699693794085), (-89.50791627328084, 43.006970325649576), (-89.5079343159288, 43.00694393971115), (-89.50795298561528, 43.00691779002928), (-89.50797227376437, 43.00689188381099), (-89.50799217547977, 43.00686622826055), (-89.50801268586757, 43.006840832382494), (-89.50803379757859, 43.00681570338285), (-89.50805550449006, 43.0067908484668), (-89.50807780048174, 43.006766276639745), (-89.50810067697557, 43.00674199330848), (-89.50812412907916, 43.00671800837757), (-89.50814814821445, 43.00669432725379)]"
East Pass,"[(-89.5119596661733, 43.003954913979214), (-89.51196384809923, 43.00389255173088), (-89.51196737140452, 43.00383016749595), (-89.51197023609632, 43.003767764874986), (-89.51197244340966, 43.00370534836767), (-89.51197399212408, 43.00364292067528), (-89.51198598836125, 43.00312604171834)]"
East Pass,"[(-89.51200771520658, 43.002299260317386), (-89.51201393384659, 43.00222166742641), (-89.512019443585, 43.00214404538728), (-89.512024244431, 43.00206639870064), (-89.51202833516493, 43.00198873006789), (-89.51203171579462, 43.00191104308953), (-89.5120343851004, 43.00183334046698), (-89.51203634554557, 43.001755627599), (-89.51204211122341, 43.00140033102507)]"
East Pass,"[(-89.50753254655162, 43.00986407761073), (-89.50754382675046, 43.00983386411283), (-89.50755443216676, 43.009803518800766), (-89.5075643628151, 43.00977305157593), (-89.50757361379901, 43.00974246874291), (-89.50758218390551, 43.009711779304006), (-89.50759006946721, 43.009680991363005), (-89.50759727049635, 43.00965011302111), (-89.50760378332551, 43.00961915238221), (-89.50760960551402, 43.00958811754923), (-89.5076147383018, 43.00955701752251), (-89.50761917802164, 43.009525860405844), (-89.50762292345924, 43.009494654301335), (-89.50762597585339, 43.009463407309), (-89.50762833153692, 43.00943212753275), (-89.50762999174978, 43.009400823972825), (-89.5076459622063, 43.00898882413718)]"
East Pass,"[(-89.5076459622063, 43.00898882413718), (-89.50765485037715, 43.008539511787106), (-89.5076629900037, 43.00812802360805)]"
East Pass,"[(-89.5076629900037, 43.00812802360805), (-89.5076641383808, 43.00781539913179), (-89.50766481733247, 43.007784087295605), (-89.50766615246935, 43.00775278757039), (-89.5076681437992, 43.007721506256956), (-89.5076707901046, 43.00769025055707), (-89.50767409017045, 43.007659029472684), (-89.50767804400336, 43.0076278484045), (-89.50768265161479, 43.0075967163535), (-89.50768790933309, 43.00756563962318), (-89.50769381839373, 43.007534625413406)]"
East Pass,"[(-89.499006986745, 43.01259266605146), (-89.50025091961405, 43.01260895031284), (-89.50133555714767, 43.012620543679546), (-89.50150120680121, 43.01262138665752), (-89.50166686074432, 43.0126217478325), (-89.50183251406435, 43.01262162540762), (-89.50199816675982, 43.01262102118319), (-89.50216381392042, 43.01261993516252), (-89.50232945554119, 43.012618366445686), (-89.5024950854853, 43.01261631503687)]"
East Pass,"[(-89.5024950854853, 43.01261631503687), (-89.5025690166877, 43.012611806650895), (-89.50264299754214, 43.01260775723939), (-89.50271702314383, 43.01260416680576), (-89.50279108613613, 43.01260103625515), (-89.502865182841, 43.01259836559015), (-89.50293930835382, 43.01259615481409), (-89.5030134565432, 43.01259440393134), (-89.50308762127925, 43.012593113846236), (-89.50316179888256, 43.01259228366119), (-89.50323598444982, 43.012591914279895), (-89.5033101693965, 43.01259200570835), (-89.50388487978248, 43.0125862184963), (-89.50391352694608, 43.01258557605394), (-89.50394214275643, 43.01258441516226), (-89.50397071249515, 43.012582736731716), (-89.50399921530958, 43.01258054077747), (-89.50402763648131, 43.01257782821004), (-89.50405595884226, 43.01257460264235), (-89.50408416276773, 43.01257086498854), (-89.50411223231505, 43.012566617960545), (-89.50414015031384, 43.01256186337089), (-89.5041679008216, 43.012556603931486), (-89.50419546544488, 43.01255084415626), (-89.5042228282412, 43.01254458675703), (-89.50424997204262, 43.012537835346755), (-89.50427687968133, 43.012530593538315), (-89.50430353644617, 43.01252286764328), (-89.50432992516939, 43.01251466127458), (-89.50435602868428, 43.012505978945285), (-89.50438183350529, 43.012496826065956), (-89.50440732246825, 43.01248720894993), (-89.50443247963446, 43.01247713300948), (-89.50445729029303, 43.01246660455626), (-89.50448173850647, 43.01245562990268), (-89.50450581201711, 43.01244421535869), (-89.50452949243558, 43.01243236813858)]"
East Pass,"[(-89.5069005013554, 43.01060507461425), (-89.50693014147896, 43.01058511876518), (-89.50695927201707, 43.0105647618359), (-89.50698788316852, 43.01054401193502), (-89.50701596390442, 43.01052287627196), (-89.50704350442112, 43.01050136115527), (-89.50707049737183, 43.01047947559185), (-89.50709693172531, 43.010457224990915), (-89.50712279890955, 43.01043461926049), (-89.50714809034766, 43.01041166470815), (-89.50717279623882, 43.01038836944255), (-89.50719690800868, 43.01036474157139), (-89.50722041953595, 43.01034078920068), (-89.50724331979474, 43.01031652134009), (-89.50726560388914, 43.0102919451945), (-89.50728726202095, 43.010267070672825), (-89.50730828684146, 43.0102419049818), (-89.50732867223081, 43.010216457127406), (-89.50734840961508, 43.01019073521745), (-89.50736749410362, 43.01016475005719), (-89.50738591712121, 43.01013850885426), (-89.50740367377605, 43.010112021513876), (-89.50742075794865, 43.010085297042025), (-89.50743716351946, 43.01005834444467), (-89.50745288314243, 43.010031172728716), (-89.50746791437909, 43.010003791797544), (-89.50748224988335, 43.00997621065793), (-89.50749588476371, 43.00994843921516), (-89.5075088165804, 43.0099204864723), (-89.50752103798996, 43.009892363236474), (-89.50753254655162, 43.00986407761073)]"
East Pass,"[(-89.50566841260651, 43.01137438583158), (-89.50569622235373, 43.01135269622456), (-89.50572453421937, 43.01133135818799), (-89.50575334085508, 43.01131037982777), (-89.50578263245697, 43.01128976745155), (-89.50581240044536, 43.011269525565766), (-89.50584263747074, 43.01124966137631), (-89.5058733337269, 43.01123017939059), (-89.50590447941137, 43.01121108681632), (-89.50593606717236, 43.01119238905912), (-89.5069005013554, 43.01060507461425)]"
East Pass,"[(-89.51108232659352, 43.00519245778042), (-89.51111443850391, 43.00517390848281), (-89.5111460898723, 43.00515493648109), (-89.5111772684433, 43.00513554808592), (-89.51120796564068, 43.00511574960521), (-89.51123817166341, 43.005095548247795), (-89.51126787425483, 43.00507494942439), (-89.51129706606805, 43.00505396124208), (-89.51132573729934, 43.005032589109575), (-89.51135387814772, 43.00501084023584), (-89.51138147881363, 43.00498872272988), (-89.51140853194764, 43.00496624289861), (-89.51143502652381, 43.00494340885211), (-89.5114609564192, 43.0049202268962), (-89.5114863118345, 43.00489670514012), (-89.51151108297015, 43.00487285169277), (-89.51153526493127, 43.004848673759334), (-89.5115588479185, 43.00482417944883), (-89.51158182458533, 43.00479937686838), (-89.51160418758549, 43.004774274125154), (-89.51162592957118, 43.004748878426106), (-89.51164704319753, 43.00472319877849), (-89.51166752111949, 43.00469724418958), (-89.51168735844367, 43.00467102276454), (-89.51170654659617, 43.004644541711265), (-89.51172508068763, 43.00461781183533), (-89.51174295459701, 43.0045908403427), (-89.51176016220595, 43.004563636239666), (-89.51177669739748, 43.004536209432516), (-89.51179255527707, 43.00450856712635), (-89.51180773218067, 43.00448071922548), (-89.51182221953722, 43.004452674738054), (-89.51183601613543, 43.004424443566535), (-89.51184911585598, 43.004396033817066), (-89.51186151503475, 43.00436745539387), (-89.5118732087801, 43.00433871730227), (-89.51188419342685, 43.004309828546425), (-89.51189446653743, 43.00428079902969), (-89.51190402322162, 43.00425163865738), (-89.51191286226701, 43.004222356431704), (-89.51192097878207, 43.00419296135785), (-89.51192837155573, 43.004163463338145), (-89.51193503692427, 43.00413387227686), (-89.51194097367673, 43.00410419807636), (-89.51194618060212, 43.00407445063886), (-89.51195065403402, 43.004044638068464), (-89.51195439398928, 43.004014771166545), (-89.51195739803055, 43.00398485983638), (-89.5119596661733, 43.003954913979214)]"
East Pass,"[(-89.50452949243558, 43.01243236813858), (-89.5045517808003, 43.01242061102706), (-89.50457365770696, 43.01240844555654), (-89.50459511089934, 43.012395878937056), (-89.50461612567153, 43.012382921080594), (-89.50463668976622, 43.012369578297054), (-89.50465678847759, 43.01235586049852), (-89.50467641077603, 43.01234177489404), (-89.50469554441034, 43.012327332294106), (-89.50471417589779, 43.012312539909566), (-89.50473229421374, 43.01229740854993), (-89.5047498871034, 43.01228194632539), (-89.50476694477, 43.01226616494456), (-89.50481815471655, 43.01221531392258), (-89.50482174991879, 43.012211743280204)]"
East Pass,"[(-89.50482174991879, 43.012211743280204), (-89.50534144603152, 43.011678049190635), (-89.50547618571663, 43.01153967859232), (-89.5054954382461, 43.011520057423255), (-89.50551523943398, 43.011500731087985), (-89.50553557825329, 43.01148170859547), (-89.50555644612758, 43.011462997152485), (-89.50557783448303, 43.01144460576621), (-89.50559973474212, 43.01142654074336), (-89.50562213833099, 43.01140881109103), (-89.50564503422045, 43.01139142401791), (-89.50566841260651, 43.01137438583158)]"
Eastland Way,"[(-89.32215173604885, 43.06068423375636), (-89.32213663038905, 43.06054210202075), (-89.32212219386574, 43.06039993306055), (-89.32210842647133, 43.0602577286762), (-89.32209532942728, 43.060115489769174), (-89.32208290149704, 43.05997321903883), (-89.32207114390206, 43.05983091738671), (-89.32206005540722, 43.059688586612026), (-89.32204963846002, 43.05954622851739), (-89.3220398905964, 43.059403845801135), (-89.32203081426674, 43.059261438465626)]"
Emma Court,"[(-89.2864852163771, 43.08370122170484), (-89.28481869020429, 43.08401617105458)]"
Eton Ridge,"[(-89.42646920461225, 43.06544214224129), (-89.42818542225785, 43.06545709291177)]"
Eton Ridge,"[(-89.42381129255563, 43.065346458765), (-89.42381654456476, 43.06535416178118), (-89.42382239197079, 43.06536162986166), (-89.42382881758635, 43.06536883960391), (-89.42383579685823, 43.06537576490517), (-89.42384330891626, 43.065382385063195), (-89.42385132920721, 43.065388677575676), (-89.42385982826728, 43.065394619940314), (-89.42386878154339, 43.065400195055396), (-89.42387815711652, 43.06540538221888), (-89.42388792429529, 43.06541016522923), (-89.42389804993304, 43.065414527884975), (-89.4239085021108, 43.065418456684924), (-89.42391924522673, 43.065421937227896), (-89.42393024490647, 43.065424958713), (-89.42394146186537, 43.06542751123967), (-89.42395286172915, 43.0654295858073), (-89.42396440521313, 43.065431176115744), (-89.42397605426024, 43.06543227586478), (-89.42398776958582, 43.06543288325472), (-89.4239995143605, 43.065432994685786), (-89.42646920461225, 43.06544214224129)]"
Farmington Way,"[(-89.51633902693243, 43.07441125789145), (-89.51638460400359, 43.07503805212636)]"
Farmington Way,"[(-89.51624911025269, 43.07334128470193), (-89.51633902693243, 43.07441125789145)]"
Farmington Way,"[(-89.50910044323057, 43.07076202412358), (-89.50961606112448, 43.07085877070931), (-89.50964809680374, 43.07086495155471), (-89.50968029509949, 43.07087065431187), (-89.50971264618782, 43.07087587808808), (-89.5097451341023, 43.070880619295004), (-89.50977774656471, 43.070884877941936), (-89.50981047006401, 43.070888650438704), (-89.50984329109433, 43.07089193679553), (-89.5098761961459, 43.07089473432237), (-89.50990917171147, 43.07089704212941), (-89.50994220551289, 43.07089886022598), (-89.5099752815861, 43.070900186824105), (-89.51000838765164, 43.07090102103301), (-89.51004151020483, 43.07090136376317), (-89.51007463451198, 43.07090121502589), (-89.51010774951999, 43.07090057302944), (-89.5104022151288, 43.07090223583591)]"
Farmington Way,"[(-89.50740531053847, 43.07097943846622), (-89.50777444247841, 43.07085450418274), (-89.50791564577466, 43.07080912783256), (-89.50804516371528, 43.07076762151544), (-89.50807926960765, 43.07076004946576), (-89.50811357261995, 43.07075297141477), (-89.5081480604818, 43.070746391872056), (-89.50818271723708, 43.07074031354973), (-89.50821753183833, 43.07073473735609), (-89.50825249078487, 43.07072966600139), (-89.50828757812074, 43.070725102197855), (-89.50832278157074, 43.070721046854686), (-89.508358087633, 43.07071750178218), (-89.50839348280584, 43.07071446879058), (-89.50842895235853, 43.07071194879099), (-89.50846448278811, 43.070709942693675), (-89.50850006059154, 43.070708451408855), (-89.50853567103817, 43.07070747584762), (-89.5085713006225, 43.070707015120156), (-89.50860693707055, 43.070707071035805), (-89.50864256442132, 43.0707076427066), (-89.50867816916941, 43.07070872924257), (-89.5087137378118, 43.070710331554075), (-89.50874925561526, 43.07071244875217), (-89.50878471030077, 43.070715079046046), (-89.50882008713631, 43.07071822244686), (-89.50885537261642, 43.07072187806483), (-89.508890552004, 43.07072604231074), (-89.5089256130238, 43.07073071609408), (-89.50896054093866, 43.07073589582579), (-89.50910044323057, 43.07076202412358)]"
Farmington Way,"[(-89.51331333717492, 43.07150061373053), (-89.514754539432, 43.07195617003163)]"
