fullStreetName,CoordList
Ondossagon Way,"[(-89.51695933643332, 43.04715436935167), (-89.51694206083789, 43.047112554770955)]"
Open Wood Way,"[(-89.2934546431062, 43.08642752658857), (-89.29338929248705, 43.086480732772316), (-89.29336760035017, 43.08650113526245), (-89.29334647612167, 43.08652185612361), (-89.29332592841895, 43.08654288546473), (-89.29330596462563, 43.08656421609361), (-89.29328659458727, 43.08658583812054), (-89.2932678256915, 43.086607742553106), (-89.29324966532393, 43.086629921299), (-89.29323212087407, 43.08665236446575), (-89.29321519972775, 43.08667506396097), (-89.29319890927647, 43.08669800899216), (-89.2931832544499, 43.086721191464136), (-89.29316824386578, 43.0867446014858), (-89.29315388245777, 43.0867682291618), (-89.29314017638744, 43.08679206459825), (-89.29312713058654, 43.086816098799936), (-89.29311475244498, 43.086840321874284), (-89.2931030444421, 43.086864723023034), (-89.29309201273792, 43.086889293252426), (-89.293081662268, 43.08691402176692), (-89.29307199673616, 43.0869388995699), (-89.29306301862393, 43.08696391496298), (-89.29305473409312, 43.08698905805221)]"
Open Wood Way,"[(-89.29428095591, 43.08608608325671), (-89.29424746748951, 43.086091776770076), (-89.29421415114162, 43.08609798712443), (-89.29418102160594, 43.086104712536134), (-89.29414809362379, 43.08611195032161), (-89.29411538071234, 43.08611969599566), (-89.29408289883922, 43.086127947776056), (-89.29405066275145, 43.08613670027901), (-89.29401868596248, 43.086145950819436), (-89.2939869832195, 43.08615569401355), (-89.29395556926413, 43.08616592717774), (-89.29392445638739, 43.086176644925416), (-89.29389366056456, 43.08618784187412), (-89.29386319408509, 43.08619951353745), (-89.29383307169427, 43.086211655431555), (-89.29380330568723, 43.08622426036982), (-89.2937739095795, 43.08623732476719), (-89.29374489812423, 43.086250840539655), (-89.29371628115285, 43.086264804098064), (-89.29368807464661, 43.086279207359816), (-89.29366028967083, 43.08629404403686), (-89.293632939745, 43.08630930874418), (-89.29360603470836, 43.086324994292156), (-89.29357958931422, 43.08634109259691), (-89.29355361340191, 43.0863575964689), (-89.29352811926307, 43.08637450052177), (-89.29350311919887, 43.0863917948685), (-89.29347862304678, 43.08640947321969), (-89.2934546431062, 43.08642752658857)]"
Open Wood Way,"[(-89.29687407970292, 43.085890961282416), (-89.29652946500703, 43.08598945596829), (-89.29650266281294, 43.085996714658535), (-89.2964756294824, 43.086003498734975), (-89.29644838099149, 43.08600980281447), (-89.29642093331087, 43.08601562421413), (-89.29639330118506, 43.0860209593496), (-89.29636550304086, 43.08602580554061), (-89.29633755362086, 43.086030160103086), (-89.29630946889763, 43.08603401945402), (-89.29628126606639, 43.086037382712135), (-89.29625296109963, 43.08604024629447), (-89.29622456996272, 43.086042610218605), (-89.29619610862441, 43.086044472701815), (-89.29616759551178, 43.08604583106401), (-89.29613904535829, 43.08604668712161), (-89.29611047536271, 43.08604703819319), (-89.29459753662529, 43.08605831027471), (-89.29456561696787, 43.086059028968144), (-89.29453372214365, 43.08606020763229), (-89.29450186566214, 43.08606184538224), (-89.29447005857709, 43.08606394133017), (-89.29443831439609, 43.08606649549117), (-89.29440664540464, 43.08606950517877), (-89.29437506265434, 43.08607297040538), (-89.29434357842874, 43.08607688938458), (-89.29431220500948, 43.08608126123004), (-89.29428095591, 43.08608608325671)]"
Overlook Run,"[(-89.54183865115435, 43.04530361591561), (-89.54184430044815, 43.04528926948914), (-89.5418493322028, 43.045274800393315), (-89.54185374276325, 43.045260222133706), (-89.54185752847968, 43.045245550916086), (-89.5418606832391, 43.045230798448436), (-89.54186320584631, 43.04521598093389), (-89.5418650938752, 43.04520111277676), (-89.54186634489986, 43.04518620838141), (-89.54186695772317, 43.04517128305091), (-89.54186693114474, 43.04515635028816), (-89.54186626642368, 43.04514142629376), (-89.54186495657044, 43.045054743668594), (-89.54186517153467, 43.04503843438788), (-89.54186465507782, 43.04502212857238), (-89.54186340478091, 43.04500584422684), (-89.54186142435957, 43.04498959844932), (-89.54185871507828, 43.044973410140855), (-89.54185527942353, 43.044957295500666), (-89.54185112111263, 43.04494127252698), (-89.54184624508991, 43.044925359216634), (-89.54184065629812, 43.044909572666484), (-89.54183436213434, 43.04489392997076), (-89.54182736753941, 43.044878447326084), (-89.54181968113764, 43.0448631418254), (-89.54181131155491, 43.0448480314617), (-89.54180226741032, 43.044833130627545), (-89.54179255855692, 43.04481845731462), (-89.5417821948426, 43.044804026814376), (-89.5417711897951, 43.04478985351412), (-89.54175955204029, 43.044775955406884), (-89.54174729755671, 43.044762345077295), (-89.54173443742108, 43.04474903871548), (-89.54172098638817, 43.04473605070763), (-89.541706959211, 43.04472339453965), (-89.5416923706443, 43.04471108459772), (-89.54167723666825, 43.04469913436661), (-89.54166157448833, 43.04468755642947)]"
Overlook Run,"[(-89.54166157448833, 43.04468755642947), (-89.54152035842445, 43.04456235024533), (-89.54149688597465, 43.044539845018036), (-89.54147401056271, 43.04451701242426), (-89.54145173956722, 43.04449386055763), (-89.54143008159413, 43.044470397510516), (-89.54140904525264, 43.04444663317543), (-89.54138863791961, 43.04442257474596), (-89.54136886697707, 43.044398232115924), (-89.54134973980518, 43.04437361427901), (-89.54133126378416, 43.04434873022889), (-89.54131344629586, 43.04432358985948), (-89.54129629349146, 43.04429820126562), (-89.54127981152728, 43.04427257524245), (-89.54126400655609, 43.044246720785054), (-89.54124888473072, 43.044220646888206), (-89.5412344522074, 43.044194364347184), (-89.54122071268613, 43.04416788305955), (-89.54120767231787, 43.04414121112018), (-89.54119533726045, 43.04411436022422), (-89.54118370998667, 43.0440873402706), (-89.54117279542193, 43.04406016025545), (-89.541162597266, 43.044032830076254), (-89.54115312044958, 43.044005361429605), (-89.54114436867243, 43.043977764212926), (-89.5411363431783, 43.043950047426215), (-89.54112904889757, 43.043922222765886), (-89.54112248830288, 43.04389430013071), (-89.54111666386683, 43.04386628941937), (-89.54111157561098, 43.043838202333426), (-89.54110722846058, 43.043810047868966), (-89.54110362243551, 43.043781836827215), (-89.54110075878445, 43.0437535809085), (-89.54109863875115, 43.04372528911255), (-89.5410972635825, 43.0436969722395), (-89.54109663330019, 43.04366864199069), (-89.54109674914763, 43.04364030736596), (-89.54109760869217, 43.043611980069215), (-89.54109921440616, 43.04358366999905), (-89.54109940372057, 43.043536827273556), (-89.54110078231501, 43.04319464431168)]"
Oxbow Bend,"[(-89.27967710418744, 43.06792320300735), (-89.27935570236116, 43.066918306761934), (-89.27935073717474, 43.06690372516338), (-89.2793464818589, 43.06688902383673), (-89.27934294373719, 43.066874220793395), (-89.2793401264483, 43.066859334940155), (-89.27933803363281, 43.06684438428373), (-89.27933666769955, 43.06682938862951), (-89.27933603228713, 43.066814366884195), (-89.27933612612122, 43.066799338848554), (-89.2793369491617, 43.06678432162453), (-89.27933850135983, 43.06676933591446), (-89.27934078021593, 43.06675440061736), (-89.27934378200472, 43.0667395337307), (-89.27934750545198, 43.06672475505514), (-89.27935194314944, 43.06671008258342), (-89.27935709014214, 43.06669553521145), (-89.27936294147501, 43.0666811318353), (-89.27936948728465, 43.06666689044448), (-89.27937672139251, 43.066652828133236), (-89.2793846339311, 43.066638964691414), (-89.27939321381545, 43.06662531540683), (-89.27940245240788, 43.0666118991708), (-89.2794123349364, 43.0665987330667), (-89.2794228515419, 43.06658583328394), (-89.27943398745671, 43.06657321510565), (-89.27944572913465, 43.066560896516975), (-89.2794580618082, 43.06654889280099), (-89.27947096948635, 43.0665372174392), (-89.27948443617186, 43.06652588661335), (-89.27949844464197, 43.066514915603456), (-89.27951297645478, 43.06650431608777), (-89.27952801438762, 43.06649410334645), (-89.27954353754323, 43.06648428905448), (-89.27955952870539, 43.06647488579178), (-89.2795759657451, 43.06646590703207), (-89.27959282776939, 43.06645736265031), (-89.27961009511115, 43.066449263423124), (-89.27962774442, 43.0664416201224), (-89.27964575357352, 43.0664344435217), (-89.27966409923195, 43.066427739892504), (-89.27968275927086, 43.06642152090846), (-89.27970171035253, 43.06641579194099), (-89.27972092667598, 43.06641056195886), (-89.2797403849036, 43.06640583633354), (-89.28190538687214, 43.06601477133858)]"
Oxbow Bend,"[(-89.2814132681634, 43.06879855030099), (-89.28026626095826, 43.06870716328376), (-89.28024668549801, 43.068704404481686), (-89.28022725855998, 43.06870112740032), (-89.28020800714147, 43.06869733747377), (-89.28018895456086, 43.068693038331496), (-89.2801701265857, 43.06868823630633), (-89.28015154898338, 43.06868293773111), (-89.280133245064, 43.06867714983574), (-89.28011523813954, 43.06867087894999), (-89.28009755274145, 43.06866413500572), (-89.28008021340517, 43.06865692613437), (-89.28006323975328, 43.068649261361585), (-89.28004665631714, 43.06864115061911), (-89.28003048516844, 43.06863260563595), (-89.28001474592749, 43.06862363633777), (-89.2799994594341, 43.06861425625224), (-89.27998464653628, 43.06860447530658), (-89.27997032684188, 43.06859430882717), (-89.27995651874126, 43.06858376763828), (-89.27994323938475, 43.068572867963304), (-89.27993050716059, 43.06856162152665), (-89.27991833921695, 43.06855004545178), (-89.27990675025258, 43.06853815415884), (-89.27989575619199, 43.06852596296964), (-89.27988537173192, 43.06851348720439), (-89.27987561033511, 43.06850074488202), (-89.27986648424287, 43.06848775131979), (-89.27985800569213, 43.06847452363505), (-89.27985018569018, 43.068461079843644), (-89.27984303524433, 43.06844743796164), (-89.27983656291039, 43.06843361420155), (-89.27983077723611, 43.06841962837649), (-89.27982568677314, 43.06840549849932), (-89.27982129639219, 43.06839124167813), (-89.27967710418744, 43.06792320300735)]"
Park Ridge Drive,"[(-89.50060653828811, 43.04257671780146), (-89.5006094347449, 43.04259334440815), (-89.50061302569422, 43.042609898530095), (-89.50061730988769, 43.04262636306614), (-89.50062228117149, 43.04264272361866), (-89.5006279370724, 43.04265896488748), (-89.50063427020599, 43.04267506977542), (-89.5006412756469, 43.042691024784254), (-89.50064894724012, 43.04270681461614), (-89.50065727637637, 43.042722423975064), (-89.5006662569007, 43.04273783756328), (-89.50067587775159, 43.04275304188654), (-89.50068613277415, 43.042768021647156), (-89.5006970096796, 43.042782763351724), (-89.50070849985843, 43.04279725170418), (-89.50072059225148, 43.04281147501051), (-89.50073327579591, 43.04282541887638), (-89.50074653697695, 43.042839070709405), (-89.50076036350447, 43.04285241611606), (-89.50077474431914, 43.04286544340237), (-89.50078966345278, 43.042878140877605), (-89.50080510861632, 43.04289049504853), (-89.50082106384386, 43.04290249602458), (-89.5008304505818, 43.04290922238048), (-89.50084619316688, 43.04291998945146), (-89.50086235502083, 43.04293041689131), (-89.50087892140706, 43.04294049660923), (-89.50089587758889, 43.042950220514), (-89.50091321251122, 43.042959580512225), (-89.50093090775461, 43.04296856761524), (-89.50094895226621, 43.0429771755298), (-89.50096732762874, 43.04298539706754), (-89.50098602033269, 43.04299322413661), (-89.50100501441628, 43.04300065044714), (-89.50139975006034, 43.043121773634944)]"
Park Ridge Drive,"[(-89.50139975006034, 43.043121773634944), (-89.50153349081542, 43.04317068825107), (-89.5015511953542, 43.043178200875), (-89.50156852496464, 43.043186169210834), (-89.50158546122519, 43.04319458247013), (-89.50160197957946, 43.04320343076893), (-89.50161806037747, 43.04321270241965), (-89.5016336827421, 43.043222385735596), (-89.5016488294776, 43.0432324690274), (-89.50166347847718, 43.043242938809136), (-89.50167761377118, 43.04325378249048), (-89.50169121693423, 43.04326498658284), (-89.501704269541, 43.04327653759753), (-89.50171675684415, 43.04328841934307), (-89.50172866409982, 43.04330061832834), (-89.50173997288016, 43.04331311926449), (-89.5017506721194, 43.043325905957346), (-89.50176074707, 43.04333896221549), (-89.50177018543884, 43.043352271845656), (-89.50177897615991, 43.04336581865374), (-89.50178710571171, 43.0433795855473), (-89.50179456670737, 43.04339355452944), (-89.5018013480797, 43.04340770850591), (-89.5018074424418, 43.0434220294799), (-89.50181284240806, 43.04343650035449), (-89.5018175393631, 43.043451102233576), (-89.5018215283733, 43.04346581621847), (-89.5018248045072, 43.0434806252105), (-89.50182736405833, 43.04349551031012), (-89.50182920331896, 43.04351045171764), (-89.50191049701954, 43.043900342448055), (-89.50191382096897, 43.04391982026137), (-89.50191787991797, 43.04393922195343), (-89.50192267016934, 43.04395853492521), (-89.50192818924715, 43.04397774207635), (-89.5019344334542, 43.04399683080774), (-89.50194139540561, 43.044015784022484), (-89.5019490714041, 43.04403458912137), (-89.50195745652044, 43.04405322990583), (-89.5019665421485, 43.04407169378022), (-89.50197632213286, 43.044089965446815), (-89.5019867903206, 43.04410803140816), (-89.50199793687581, 43.0441258772691), (-89.50200975319106, 43.044143489533944), (-89.502022231886, 43.044160854705964), (-89.5020353618998, 43.04417796019116), (-89.50204913339535, 43.04419479069434), (-89.5020606397922, 43.044208088054354), (-89.50207254724525, 43.04422119521048), (-89.50208484838085, 43.04423410406686), (-89.5020975382833, 43.044246809226124), (-89.50211383489838, 43.04426229769802), (-89.50213070787609, 43.04427745092493), (-89.50214814492693, 43.04429225541355), (-89.50216613376605, 43.04430670127106), (-89.502184660879, 43.044320776805286), (-89.50220371029795, 43.04433447122575), (-89.50222326851075, 43.04434777464059), (-89.50224332077669, 43.04436067625847), (-89.5022638511291, 43.0443731661891), (-89.50228484482962, 43.04438523544155), (-89.5023062859125, 43.04439687502563), (-89.5023281571838, 43.04440807505191), (-89.5023504414516, 43.044418827431336), (-89.5023731227514, 43.04442912407376), (-89.50239618266406, 43.04443895689093), (-89.50241960522493, 43.04444831779285), (-89.50244337079116, 43.04445720139248), (-89.50246746339681, 43.04446559869965), (-89.50249186217292, 43.0444735052283), (-89.50251654992974, 43.04448091468954), (-89.50254150702204, 43.044487819896155), (-89.5025667150351, 43.04449421636026), (-89.50259215432823, 43.04450010049518), (-89.50261780648445, 43.04450546601291), (-89.50264365063576, 43.044510309327514), (-89.50266966714138, 43.04451462685229), (-89.50269354474239, 43.044518106075515), (-89.50271753466953, 43.04452114146162), (-89.5027416221957, 43.04452373302105), (-89.50276579013578, 43.04452587806544), (-89.5027900249876, 43.04452757480409), (-89.50281430956838, 43.044528822348866), (-89.50283863037824, 43.044529620709305), (-89.50336827450772, 43.044532775549726)]"
Proudfit Street,"[(-89.39283045648325, 43.06562348892379), (-89.39192805178268, 43.064928457025616)]"
Proudfit Street,"[(-89.39384094429369, 43.06622021223261), (-89.39275769534665, 43.065390841949906), (-89.39222356205539, 43.06497047792348)]"
Proudfit Street,"[(-89.39509153789757, 43.06692032553612), (-89.39503828107347, 43.06690543148284), (-89.39498482890744, 43.06689091990233), (-89.39493118508072, 43.06687679259539), (-89.3948773557304, 43.06686305046334), (-89.39482334453822, 43.06684969440686), (-89.39476915886846, 43.06683672622773), (-89.39474658009094, 43.06683038317855), (-89.39472424582388, 43.06682359013176), (-89.39470217325294, 43.06681635159227), (-89.39468037956296, 43.06680867386498), (-89.39465888071219, 43.06680056055432), (-89.39463769142888, 43.066792020665076), (-89.39461683012674, 43.06678305780227), (-89.39459630907893, 43.06677368006996), (-89.39457614669699, 43.066763895573736), (-89.39455635771102, 43.06675370881777), (-89.39453695439346, 43.06674312970649), (-89.3945179539283, 43.06673216544504), (-89.39449936981649, 43.066720824137825), (-89.39448121555817, 43.066709114789276), (-89.39446350465411, 43.06669704550393), (-89.39384094429369, 43.06622021223261)]"
Proudfit Street,"[(-89.39493145823049, 43.06703315507532), (-89.39482888130023, 43.067009581153854), (-89.39472611641754, 43.066986450846244), (-89.39470446883325, 43.06698134565525), (-89.39468303753185, 43.06697577065811), (-89.39466184215475, 43.06696972946002), (-89.39464090111454, 43.06696322836631), (-89.39462023405137, 43.06695627368256), (-89.39459985815088, 43.06694886991364), (-89.39457979305247, 43.06694102516532), (-89.39456005471354, 43.06693274484223), (-89.3945406615453, 43.06692403795013), (-89.39452163073207, 43.066914911694056), (-89.39450297945818, 43.06690537327925), (-89.3944847224512, 43.06689543261061), (-89.39446687935074, 43.066885096893884), (-89.3944494624286, 43.0668743769335), (-89.39443248886859, 43.06686328083472), (-89.39441597462543, 43.06685181940295), (-89.39371769549396, 43.06630798672606)]"
Proudfit Street,"[(-89.39371769549396, 43.06630798672606), (-89.39283045648325, 43.06562348892379)]"
Proudfit Street,"[(-89.39192805178268, 43.064928457025616), (-89.39142364910501, 43.06454414536492), (-89.39140419987265, 43.064529664654586), (-89.39138428521048, 43.064515528555276), (-89.39136391739142, 43.06450174337093), (-89.39134310623184, 43.06448831810491), (-89.39132186645948, 43.0644752599618), (-89.39130020789095, 43.064462577044935), (-89.39127814402677, 43.0644502756585), (-89.39125568591214, 43.064438362105996), (-89.39123284827366, 43.06442684539216)]"
Proudfit Street,"[(-89.39222356205539, 43.06497047792348), (-89.39154950948195, 43.06445250266768), (-89.39152740206305, 43.06443636687407), (-89.39150479114367, 43.06442061258519), (-89.39148168776917, 43.06440524610437), (-89.3914581042107, 43.06439027733577), (-89.39143405274062, 43.06437571348322), (-89.39140954808607, 43.06436156265134), (-89.39138460129135, 43.06434783294375), (-89.39135922708434, 43.06433453066488)]"
Proudfit Street,"[(-89.39502083241479, 43.06705508937876), (-89.39493145823049, 43.06703315507532)]"
Proudfit Street,"[(-89.39517494312585, 43.06694772463411), (-89.39509153789757, 43.06692032553612)]"
Red Barn Run,"[(-89.27683285564676, 43.03453936844366), (-89.27625453193994, 43.03453266050649)]"
Red Barn Run,"[(-89.27625453193994, 43.03453266050649), (-89.2757569868494, 43.03453156178946), (-89.2757353048573, 43.03453076712832), (-89.27571367199208, 43.034529437860684), (-89.2756921115697, 43.034527573116314), (-89.27567065057647, 43.03452517653031), (-89.27564931109495, 43.03452224993116), (-89.27562811765527, 43.034518797851014), (-89.2756070960188, 43.0345148230233), (-89.27558626825952, 43.03451033087696), (-89.27556565890742, 43.03450532594425), (-89.27554529249036, 43.034499813657284), (-89.27552518985092, 43.03449380124389), (-89.27550537551696, 43.03448729413625), (-89.27548587155361, 43.03448030136397), (-89.2754667000303, 43.03447283015642), (-89.27544788301434, 43.034464888642994), (-89.27542944134375, 43.034456485851805), (-89.27541139585448, 43.03444763171092), (-89.27539376860932, 43.03443833615008), (-89.27537657921273, 43.03442861089613), (-89.27535984604867, 43.03441846497382), (-89.2753435887193, 43.0344079110102), (-89.27532782560209, 43.034396960730504), (-89.27531257507205, 43.03438562675997), (-89.27529785427517, 43.03437392262258), (-89.2752836791347, 43.03436186004041), (-89.27527006801913, 43.034349454339065), (-89.27525703316628, 43.034336719036176), (-89.27524459294673, 43.03432366855724), (-89.27523275836901, 43.034310317318436), (-89.27522154534542, 43.03429668154242), (-89.27521096488424, 43.03428277564512), (-89.27520102921672, 43.0342686158446), (-89.27519175057392, 43.03425421835854), (-89.27518313873279, 43.03423959940184), (-89.27517520469522, 43.03422477609074), (-89.27516795578413, 43.03420976463686), (-89.27516140177215, 43.03419458305507), (-89.27515554875514, 43.03417924755526), (-89.27515040405166, 43.03416377614924), (-89.27514597252836, 43.03414818594539), (-89.27514226150376, 43.0341324949554), (-89.27513927338835, 43.03411672118468), (-89.27513701304653, 43.03410088264174), (-89.27513548043483, 43.03408499732873), (-89.27514454153022, 43.03319324017863)]"
Regent Street,"[(-89.40929868926993, 43.06777048266249), (-89.4101652314183, 43.0677770903904), (-89.41103530154255, 43.06778679455848)]"
Regent Street,"[(-89.41103530154255, 43.06778679455848), (-89.41192612123722, 43.06779492870007), (-89.41277305824505, 43.06780756631132)]"
Regent Street,"[(-89.43139291312875, 43.06802307914696), (-89.43361775977914, 43.068034108918646), (-89.4337847433275, 43.06802046100153)]"
Regent Street,"[(-89.42897477204582, 43.06799067353555), (-89.4291043360391, 43.068004191672344), (-89.4291287820803, 43.06800755298622), (-89.42915335328863, 43.068010386826685), (-89.42917802756469, 43.06801268869441), (-89.4292027828094, 43.06801445859071), (-89.4292275993789, 43.06801569381645), (-89.42925245394643, 43.06801639347288), (-89.42927732564074, 43.068016557561286), (-89.42930219359022, 43.068016184282726), (-89.43139291312875, 43.06802307914696)]"
Regent Street,"[(-89.43625282100004, 43.06800089580037), (-89.43797274011571, 43.06802493339562), (-89.4380690717228, 43.068025094716695), (-89.43816540197254, 43.068024753699085), (-89.43826172717947, 43.06802391034335), (-89.43835804120312, 43.068022565550436), (-89.43845434035754, 43.068020717520696), (-89.43855061850246, 43.068018368055306), (-89.43864687072455, 43.068015516254874), (-89.43874309456605, 43.068012162119786)]"
Regent Street,"[(-89.4337847433275, 43.06802046100153), (-89.43379082641121, 43.06801994462744), (-89.43392202635592, 43.067998840063964), (-89.43414911473855, 43.067978927934796), (-89.43487538976228, 43.06797986795362), (-89.43557202575593, 43.06799077277055), (-89.43625282100004, 43.06800089580037)]"
Regent Street,"[(-89.41310331105915, 43.06787897311336), (-89.41313032978867, 43.06787969804628), (-89.4131573645522, 43.06787992431672), (-89.41318439816139, 43.06787965282346), (-89.41321141465566, 43.06787888356522), (-89.41323839561906, 43.06787761744067), (-89.41326532509089, 43.067875855348646), (-89.41329218588292, 43.067873597287964), (-89.41331896080662, 43.06787084595751), (-89.41334563267368, 43.06786760225619), (-89.41337218552333, 43.06786386798307), (-89.4133986021669, 43.06785964673724), (-89.41342486541593, 43.067854940317744), (-89.41345095930967, 43.067849751423736), (-89.41347882228196, 43.067844608564215), (-89.41350685214226, 43.06783997426913), (-89.41353502924801, 43.06783585033705), (-89.41356333641197, 43.06783224036698), (-89.41359175890221, 43.06782914615792), (-89.41362027584876, 43.06782656950843), (-89.413648871292, 43.067824513117536), (-89.41367752804514, 43.06782297698392), (-89.41391525749684, 43.06781388994037)]"
Regent Street,"[(-89.4168212499242, 43.06784409774229), (-89.41876556513711, 43.06786718233483)]"
Regent Street,"[(-89.41673182692988, 43.06784274243161), (-89.4168212499242, 43.06784409774229)]"
Regent Street,"[(-89.40899309174276, 43.06776885906026), (-89.40929868926993, 43.06777048266249)]"
Regent Street,"[(-89.40406156875486, 43.06771018723789), (-89.40569313200717, 43.067724837085514)]"
Regent Street,"[(-89.40569313200717, 43.067724837085514), (-89.40657323118577, 43.06773799702069)]"
Regent Street,"[(-89.40657323118577, 43.06773799702069), (-89.4073380077297, 43.06774976708862)]"
Regent Street,"[(-89.4073380077297, 43.06774976708862), (-89.40899309174276, 43.06776885906026)]"
Regent Street,"[(-89.41391525749684, 43.06781388994037), (-89.41493265430725, 43.06782251925469)]"
Regent Street,"[(-89.41493265430725, 43.06782251925469), (-89.41673182692988, 43.06784274243161)]"
Regent Street,"[(-89.44029638482604, 43.06801927938212), (-89.44043299488935, 43.06801717848546), (-89.44049183584893, 43.0680145903103), (-89.44055063369058, 43.068011518756165), (-89.44060937981963, 43.06800796562476), (-89.44066806809624, 43.06800393091711), (-89.44072669238079, 43.06799941463437), (-89.44078524285027, 43.06799441677816), (-89.44084371336551, 43.067988939149835), (-89.4409020965593, 43.06798298265081), (-89.44096038629166, 43.067976546382134), (-89.44101857274053, 43.06796963304583), (-89.4410672205385, 43.06796424872682), (-89.4411159703872, 43.06795939003071), (-89.44116481246665, 43.06795505785909), (-89.44121373695684, 43.06795125311362), (-89.44126273158254, 43.067947976696345), (-89.44131178652373, 43.06794522950889), (-89.44136089196029, 43.06794301155283), (-89.44141003684452, 43.06794132373008), (-89.44145921012883, 43.0679401669425), (-89.44150840076509, 43.06793954029187), (-89.44155759893337, 43.06793944467987), (-89.44160679358586, 43.06793988010842), (-89.4416559749022, 43.06794084657916), (-89.4417051306067, 43.06794234319408), (-89.4417542508791, 43.06794436995492), (-89.4418033258989, 43.06794692596329), (-89.44185234339076, 43.06795001212151), (-89.44190129476172, 43.06795362663078), (-89.44195016773574, 43.06795776859336), (-89.44199895126505, 43.06796243801116), (-89.44208646399949, 43.06797298106832), (-89.44217408341373, 43.06798303438367), (-89.44226180459401, 43.06799259525749), (-89.4423496238559, 43.068001665490364), (-89.44243753383087, 43.068010244183284), (-89.44252553206086, 43.068018329536265), (-89.44261361117772, 43.068025921550465), (-89.44270176626864, 43.068033020226586), (-89.44278999364839, 43.06803962556499), (-89.4428173339151, 43.06804241186891), (-89.44284476363275, 43.06804468329095), (-89.44287226315738, 43.06804643893446), (-89.44289981407245, 43.068047677002575), (-89.4429274004173, 43.06804839749819), (-89.44295500254795, 43.06804859952462), (-89.44298260204815, 43.06804828218515), (-89.44301018173017, 43.06804744728313), (-89.44303772317772, 43.06804609392172), (-89.44306520920287, 43.068044223004364), (-89.44309262016284, 43.06804183723482), (-89.44311993764167, 43.068038936616595), (-89.44314714567972, 43.06803552385292), (-89.44317422586157, 43.06803160074753), (-89.44320115977263, 43.06802717090429), (-89.44322793022485, 43.06802223522645), (-89.44325451880434, 43.068016799118254), (-89.44328090832366, 43.0680108652833), (-89.44330708282371, 43.06800443732501), (-89.44333302389008, 43.06799751974748), (-89.44335871433594, 43.06799011615443), (-89.44338413697568, 43.067982233750065), (-89.44340927707749, 43.06797387523756), (-89.44343411500044, 43.06796504782163), (-89.44345863724115, 43.067955756005425), (-89.4434828266141, 43.067946006993246), (-89.44350666716085, 43.06793580618881), (-89.4435281469971, 43.0679224437552), (-89.4435492756036, 43.06790878434884), (-89.44357004561591, 43.06789483247179)]"
Regent Street,"[(-89.43874309456605, 43.068012162119786), (-89.43953171703919, 43.06802259026522), (-89.44029638482604, 43.06801927938212)]"
Regent Street,"[(-89.47021400140699, 43.06798303285208), (-89.47175000522898, 43.068038837390695)]"
Regent Street,"[(-89.47175000522898, 43.068038837390695), (-89.4718416474597, 43.06804236300248), (-89.47193332608921, 43.068045341262064), (-89.472025034976, 43.06804777127194), (-89.4721167667514, 43.06804965303521), (-89.47220851772997, 43.06805098655348), (-89.47230027931543, 43.068051771830376)]"
Regent Street,"[(-89.47229297558677, 43.06815556867667), (-89.47348793365464, 43.068149664181895)]"
Regent Street,"[(-89.47172059087087, 43.068140773352106), (-89.47181591773813, 43.068144540418736), (-89.47191127857207, 43.06814778713126), (-89.4720066709149, 43.06815051349075), (-89.47210208739808, 43.06815271950026), (-89.47219752433541, 43.06815440426135), (-89.47229297558677, 43.06815556867667)]"
Regent Street,"[(-89.47230027931543, 43.068051771830376), (-89.47348768198115, 43.06803623593371)]"
Regent Street,"[(-89.47696615645002, 43.06805235683503), (-89.47739290662392, 43.06804858838333), (-89.4774253057805, 43.06804779866986), (-89.47745767376244, 43.06804647250053), (-89.47748999215352, 43.06804460988416), (-89.4775222437662, 43.06804221172925), (-89.47755441509672, 43.068039279842594), (-89.47758648650289, 43.06803581603394), (-89.47761844325242, 43.06803182121065), (-89.47765026815946, 43.06802729808141), (-89.47768194649255, 43.06802224845371), (-89.47771345983804, 43.06801667503686), (-89.4777447946932, 43.06801058053793), (-89.47777593264513, 43.06800396856635), (-89.47780685896424, 43.06799684272988), (-89.47783755769149, 43.06798920483666), (-89.47786801287207, 43.06798106119534), (-89.47789820977549, 43.06797241451355), (-89.47792813121845, 43.067963270200586), (-89.47811777541794, 43.06789176980158), (-89.47813368054288, 43.06788555671685), (-89.47814991511474, 43.067879817823545), (-89.47816645213457, 43.067874563936), (-89.47818326460192, 43.067869804068266), (-89.47820032428615, 43.06786554453482), (-89.47821760541287, 43.067861792548996), (-89.47823507852377, 43.06785855442577), (-89.47825271661613, 43.067855836479), (-89.4782704890007, 43.067853641424044), (-89.47828836744536, 43.06785197377518), (-89.47830632248869, 43.06785083624704), (-89.47832432589604, 43.06785023065363), (-89.47844321213199, 43.067850172308816)]"
Regent Street,"[(-89.47580737020786, 43.06812819897089), (-89.47660759832225, 43.0681022459239), (-89.47663800544734, 43.06810059598085), (-89.4766683606009, 43.068098486101476), (-89.47669864905079, 43.06809591719291), (-89.47672885851865, 43.068092888361), (-89.47675897673017, 43.068089403212014), (-89.4767889901809, 43.06808546265261), (-89.47681888536647, 43.068081067589425), (-89.47684865123948, 43.06807622072812), (-89.4768782730686, 43.06807092387595), (-89.47690774103428, 43.0680651797382), (-89.47693703917668, 43.0680589892226), (-89.47696615645002, 43.06805235683503)]"
